geolon(deg),geolat(deg),orbit,trigger_time,t50(ms),t50_err(ms),t50+/-err(ms),satellite_altitude(km),ml_counts,ml_counts_err,ml_counts+/-err,tgf_name,eventtype,normalised_duration,source,ra,dec,start_time_obs,end_time_obs,reliability,geo_long,geo_lat
103.22,1.91,59197.0,1537598878.0,0.03,0.007,3.000e-2+/-7.000e-3,475.31,9.98,3.156,9.98+/-3.156,180922.08475,0.0,0.06,agile,,,,,,,
104.0,-0.1,59199.0,1537610953.0,0.166,0.038,1.660e-1+/-3.800e-2,477.93,11.9,3.46,11.9+/-3.46,180922.12091,0.0,0.332,agile,,,,,,,
113.77,0.54,59225.0,1537773917.0,0.105,0.016,1.050e-1+/-1.600e-2,476.05,21.95,4.681,21.95+/-4.681,180924.09251,0.0,0.21,agile,,,,,,,
115.22,0.47,59225.0,1537773941.0,0.193,0.05,1.930e-1+/-5.000e-2,476.2,11.65,3.472,11.65+/-3.472,180924.09254,1.0,0.386,agile,,,,,,,
31.02,1.9,59226.0,1537784589.0,0.656,0.097,6.560e-1+/-9.700e-2,471.12,23.0,4.785,23.00+/-4.785,180924.1223,1.0,1.312,agile,,,,,,,
15.38,0.63,59244.0,1537880803.0,0.229,0.043,2.290e-1+/-4.300e-2,473.67,14.0,3.734,14.00+/-3.734,180925.15064,0.0,0.458,agile,,,,,,,
134.28,-1.65,59244.0,1537888828.0,0.117,0.014,1.170e-1+/-1.400e-2,469.5,35.98,5.986,35.98+/-5.986,180925.17202,0.0,0.234,agile,,,,,,,
100.49,-1.09,59246.0,1537900325.0,0.076,0.015,7.600e-2+/-1.500e-2,468.03,12.97,3.597,12.97+/-3.597,180925.2032,0.0,0.152,agile,,,,,,,
108.97,-0.39,59254.0,1537948701.0,0.027,0.005,2.700e-2+/-5.000e-3,474.72,12.99,3.599,12.99+/-3.599,180926.09582,0.0,0.054,agile,,,,,,,
17.12,-0.58,59262.0,1537971281.0,0.198,0.038,1.980e-1+/-3.800e-2,474.74,14.01,3.736,14.01+/-3.736,180926.16144,0.0,0.396,agile,,,,,,,
12.31,-1.39,59262.0,1537977231.0,0.062,0.011,6.200e-2+/-1.100e-2,476.75,15.97,3.992,15.97+/-3.992,180926.17535,0.0,0.124,agile,,,,,,,
18.02,2.2,59268.0,1538037623.0,0.04,0.008,4.000e-2+/-8.000e-3,462.91,10.97,3.309,10.97+/-3.309,180927.10402,0.0,0.08,agile,,,,,,,
97.86,-2.44,59273.0,1538057052.0,0.072,0.014,7.200e-2+/-1.400e-2,477.76,13.95,3.737,13.95+/-3.737,180927.16041,0.0,0.144,agile,,,,,,,
18.82,-2.29,59275.0,1538067786.0,0.208,0.036,2.080e-1+/-3.600e-2,477.85,18.74,4.348,18.74+/-4.348,180927.1903,0.0,0.416,agile,,,,,,,
-68.06,0.01,59275.0,1538072359.0,0.085,0.015,8.500e-2+/-1.500e-2,470.35,18.81,4.352,18.81+/-4.352,180927.20191,0.0,0.17,agile,,,,,,,
99.39,2.41,59279.0,1538093256.0,0.03,0.007,3.000e-2+/-7.000e-3,461.16,9.99,3.156,9.99+/-3.156,180928.02073,0.0,0.06,agile,,,,,,,
18.18,-1.43,59321.0,1538339112.0,0.038,0.008,3.800e-2+/-8.000e-3,477.97,11.9,3.5,11.9+/-3.50,180930.22251,0.0,0.076,agile,,,,,,,
107.64,-0.7,59331.0,1538406937.0,0.047,0.009,4.700e-2+/-9.000e-3,477.62,11.0,3.3,11.00+/-3.30,181001.17153,0.0,0.094,agile,,,,,,,
99.87,1.12,59333.0,1538418868.0,0.061,0.011,6.100e-2+/-1.100e-2,473.78,13.9,3.7,13.9+/-3.70,181001.20342,0.0,0.122,agile,,,,,,,
101.58,0.95,59351.0,1538533457.0,0.049,0.011,4.900e-2+/-1.100e-2,461.19,11.0,3.3,11.00+/-3.30,181003.04241,0.0,0.098,agile,,,,,,,
102.83,-0.2,59352.0,1538539507.0,0.04,0.008,4.000e-2+/-8.000e-3,461.42,14.0,3.7,14.00+/-3.70,181003.0605,0.0,0.08,agile,,,,,,,
102.41,-1.24,59353.0,1538545529.0,0.03,0.007,3.000e-2+/-7.000e-3,463.12,10.0,3.2,10.00+/-3.20,181003.07452,0.0,0.06,agile,,,,,,,
166.81,-2.45,59353.0,1538546607.0,0.053,0.009,5.300e-2+/-9.000e-3,472.35,15.0,3.9,15.00+/-3.90,181003.08032,0.0,0.106,agile,,,,,,,
98.48,-1.07,59362.0,1538575612.0,0.038,0.008,3.800e-2+/-8.000e-3,477.41,13.0,3.6,13.00+/-3.60,181003.16065,0.0,0.076,agile,,,,,,,
153.72,-2.32,59371.0,1538636832.0,0.043,0.009,4.300e-2+/-9.000e-3,471.74,11.0,3.3,11.00+/-3.30,181004.09,0.0,0.086,agile,,,,,,,
114.67,1.71,59377.0,1538672360.0,0.047,0.008,4.700e-2+/-8.000e-3,476.73,18.0,4.2,18.00+/-4.20,181004.1859,0.0,0.094,agile,,,,,,,
112.73,0.7,59404.0,1538835124.0,0.142,0.015,1.420e-1+/-1.500e-2,477.08,44.0,6.6,44.00+/-6.60,181006.1612,0.0,0.284,agile,,,,,,,
19.33,-2.1,59404.0,1538839588.0,0.02,0.004,2.000e-2+/-4.000e-3,467.96,11.0,3.3,11.00+/-3.30,181006.17262,0.0,0.04,agile,,,,,,,
107.09,1.46,59404.0,1538841060.0,0.019,0.004,1.900e-2+/-4.000e-3,477.83,11.0,3.3,11.00+/-3.30,181006.1751,0.0,0.038,agile,,,,,,,
110.57,-2.48,59428.0,1538979798.0,0.097,0.013,9.700e-2+/-1.300e-2,461.85,25.9,5.1,25.9+/-5.10,181008.08231,0.0,0.194,agile,,,,,,,
112.21,-1.43,59431.0,1538991883.0,0.394,0.05,3.940e-1+/-5.000e-2,467.25,30.9,5.6,30.9+/-5.60,181008.11444,0.0,0.788,agile,,,,,,,
25.01,-1.94,59431.0,1539008512.0,0.17,0.031,1.700e-1+/-3.100e-2,464.73,15.8,4.0,15.8+/-4.00,181008.16215,0.0,0.34,agile,,,,,,,
26.44,-1.0,59449.0,1539098979.0,0.197,0.02,1.970e-1+/-2.000e-2,466.11,57.7,7.7,57.7+/-7.70,181009.17293,2.0,0.394,agile,,,,,,,
26.44,-1.0,59449.0,1539098979.0,0.084,0.012,8.400e-2+/-1.200e-2,466.11,24.3,5.0,24.3+/-5.00,181009.17293,3.0,0.168,agile,,,,,,,
81.28,2.48,59452.0,1539111959.0,0.127,0.024,1.270e-1+/-2.400e-2,477.81,14.7,3.9,14.7+/-3.90,181009.21055,0.0,0.254,agile,,,,,,,
116.42,-2.45,59454.0,1539148725.0,0.188,0.019,1.880e-1+/-1.900e-2,461.15,52.9,7.3,52.9+/-7.30,181010.07184,0.0,0.376,agile,,,,,,,
120.87,0.03,59460.0,1539166886.0,0.03,0.005,3.000e-2+/-5.000e-3,467.75,15.0,3.9,15.00+/-3.90,181010.12212,0.0,0.06,agile,,,,,,,
138.08,-2.47,59468.0,1539227473.0,0.15,0.02,1.500e-1+/-2.000e-2,461.51,28.9,5.4,28.9+/-5.40,181011.05111,0.0,0.3,agile,,,,,,,
112.28,-1.38,59485.0,1539329541.0,0.128,0.02,1.280e-1+/-2.000e-2,461.37,34.9,5.9,34.9+/-5.90,181012.09322,0.0,0.256,agile,,,,,,,
86.23,-2.29,59509.0,1539485875.0,0.065,0.015,6.500e-2+/-1.500e-2,469.81,9.9,3.2,9.9+/-3.20,181014.04575,0.0,0.13,agile,,,,,,,
113.67,-0.25,59514.0,1539504420.0,0.022,0.004,2.200e-2+/-4.000e-3,461.19,12.0,3.5,12.00+/-3.50,181014.1007,0.0,0.044,agile,,,,,,,
168.36,1.98,59528.0,1539589748.0,0.219,0.061,2.190e-1+/-6.100e-2,464.49,8.9,3.2,8.9+/-3.20,181015.0949,0.0,0.438,agile,,,,,,,
32.88,1.61,59534.0,1539641743.0,0.081,0.015,8.100e-2+/-1.500e-2,474.91,16.9,4.1,16.9+/-4.10,181016.00154,0.0,0.162,agile,,,,,,,
103.47,2.29,59545.0,1539703220.0,0.08,0.016,8.000e-2+/-1.600e-2,469.85,12.9,3.6,12.9+/-3.60,181016.17202,0.0,0.16,agile,,,,,,,
101.44,1.72,59549.0,1539709215.0,0.032,0.005,3.200e-2+/-5.000e-3,473.03,16.0,4.0,16.00+/-4.00,181016.19001,0.0,0.064,agile,,,,,,,
145.82,-2.38,59552.0,1539734081.0,0.061,0.013,6.100e-2+/-1.300e-2,470.66,11.0,3.3,11.00+/-3.30,181017.01544,0.0,0.122,agile,,,,,,,
115.09,2.38,59557.0,1539775769.0,0.1,0.019,1.000e-1+/-1.900e-2,463.04,15.9,4.0,15.9+/-4.00,181017.13292,0.0,0.2,agile,,,,,,,
110.86,0.77,59570.0,1539848054.0,0.105,0.019,1.050e-1+/-1.900e-2,461.87,35.3,6.0,35.3+/-6.00,181018.09341,0.0,0.21,agile,,,,,,,
14.98,0.78,59572.0,1539870566.0,0.097,0.018,9.700e-2+/-1.800e-2,462.12,15.9,4.0,15.9+/-4.00,181018.15492,0.0,0.194,agile,,,,,,,
12.3,1.65,59602.0,1540045375.0,0.054,0.009,5.400e-2+/-9.000e-3,462.84,15.0,3.9,15.00+/-3.90,181020.16225,0.0,0.108,agile,,,,,,,
-69.38,0.25,59604.0,1540056067.0,0.148,0.023,1.480e-1+/-2.300e-2,467.5,20.0,4.5,20.00+/-4.50,181020.1921,2.0,0.296,agile,,,,,,,
-69.38,0.25,59604.0,1540056067.0,0.08,0.012,8.000e-2+/-1.200e-2,467.5,20.0,4.5,20.00+/-4.50,181020.1921,3.0,0.16,agile,,,,,,,
101.92,-2.48,59608.0,1540077021.0,0.047,0.007,4.700e-2+/-7.000e-3,477.86,21.0,4.6,21.00+/-4.60,181021.01102,0.0,0.094,agile,,,,,,,
96.79,-1.23,59620.0,1540149287.0,0.219,0.023,2.190e-1+/-2.300e-2,472.29,47.0,6.8,47.00+/-6.80,181021.21144,0.0,0.438,agile,,,,,,,
-65.21,1.48,59633.0,1540230990.0,0.028,0.005,2.800e-2+/-5.000e-3,467.56,11.0,3.3,11.00+/-3.30,181022.1956,0.0,0.056,agile,,,,,,,
-67.99,2.13,59635.0,1540236972.0,0.104,0.016,1.040e-1+/-1.600e-2,464.66,21.0,4.6,21.00+/-4.60,181022.21361,0.0,0.208,agile,,,,,,,
101.09,-0.71,59640.0,1540263921.0,0.224,0.038,2.240e-1+/-3.800e-2,475.55,16.9,4.1,16.9+/-4.10,181023.05052,2.0,0.448,agile,,,,,,,
101.09,-0.71,59640.0,1540263921.0,0.047,0.013,4.700e-2+/-1.300e-2,475.55,6.0,2.4,6.00+/-2.40,181023.05052,3.0,0.094,agile,,,,,,,
100.49,0.37,59640.0,1540269941.0,0.04,0.008,4.000e-2+/-8.000e-3,472.66,12.9,3.6,12.9+/-3.60,181023.06454,0.0,0.08,agile,,,,,,,
-67.45,1.41,59662.0,1540399775.0,0.05,0.008,5.000e-2+/-8.000e-3,472.22,18.0,4.2,18.00+/-4.20,181024.18493,0.0,0.1,agile,,,,,,,
107.31,-1.66,59662.0,1540402697.0,0.09,0.02,9.000e-2+/-2.000e-2,467.4,9.9,3.2,9.9+/-3.20,181024.19381,0.0,0.18,agile,,,,,,,
114.56,-1.98,59664.0,1540420907.0,0.062,0.012,6.200e-2+/-1.200e-2,477.24,14.0,3.7,14.00+/-3.70,181025.00414,0.0,0.124,agile,,,,,,,
-74.81,-0.05,59666.0,1540435824.0,0.047,0.011,4.700e-2+/-1.100e-2,461.97,9.9,3.1,9.9+/-3.10,181025.04502,0.0,0.094,agile,,,,,,,
18.22,-1.99,59668.0,1540443411.0,0.034,0.005,3.400e-2+/-5.000e-3,476.97,15.0,3.9,15.00+/-3.90,181025.06565,0.0,0.068,agile,,,,,,,
117.72,2.4,59670.0,1540457139.0,0.03,0.007,3.000e-2+/-7.000e-3,463.97,10.0,3.2,10.00+/-3.20,181025.10453,0.0,0.06,agile,,,,,,,
14.9,0.86,59670.0,1540461447.0,0.148,0.018,1.480e-1+/-1.800e-2,475.38,33.9,5.8,33.9+/-5.80,181025.11572,0.0,0.296,agile,,,,,,,
-65.56,2.21,59675.0,1540490247.0,0.268,0.032,2.680e-1+/-3.200e-2,470.56,38.8,6.2,38.8+/-6.20,181025.19572,0.0,0.536,agile,,,,,,,
14.93,1.28,59676.0,1540491593.0,0.58,0.058,5.800e-1+/-5.800e-2,461.1,49.0,7.0,49.00+/-7.00,181025.20195,2.0,1.16,agile,,,,,,,
14.93,1.28,59676.0,1540491593.0,0.081,0.012,8.100e-2+/-1.200e-2,461.1,21.9,4.7,21.9+/-4.70,181025.20195,3.0,0.162,agile,,,,,,,
25.34,2.09,59687.0,1540552063.0,0.331,0.07,3.310e-1+/-7.000e-2,472.86,18.0,4.5,18.00+/-4.50,181026.13074,0.0,0.662,agile,,,,,,,
99.05,-1.38,59689.0,1540571382.0,0.045,0.008,4.500e-2+/-8.000e-3,462.7,18.0,4.2,18.00+/-4.20,181026.18294,0.0,0.09,agile,,,,,,,
100.36,-2.48,59691.0,1540583461.0,0.038,0.007,3.800e-2+/-7.000e-3,469.16,18.0,4.2,18.00+/-4.20,181026.2151,0.0,0.076,agile,,,,,,,
-71.22,2.35,59691.0,1540586621.0,0.094,0.022,9.400e-2+/-2.200e-2,466.47,9.9,3.2,9.9+/-3.20,181026.224,2.0,0.188,agile,,,,,,,
-71.22,2.35,59691.0,1540586621.0,0.08,0.024,8.000e-2+/-2.400e-2,466.47,5.8,2.4,5.8+/-2.40,181026.224,3.0,0.16,agile,,,,,,,
-76.1,1.06,59693.0,1540598597.0,0.069,0.009,6.900e-2+/-9.000e-3,461.68,23.9,4.9,23.9+/-4.90,181027.02031,0.0,0.138,agile,,,,,,,
101.59,-0.64,59694.0,1540601571.0,0.024,0.005,2.400e-2+/-5.000e-3,477.48,11.0,3.3,11.00+/-3.30,181027.02525,0.0,0.048,agile,,,,,,,
98.27,2.47,59699.0,1540625637.0,0.241,0.035,2.410e-1+/-3.500e-2,470.92,24.9,5.0,24.9+/-5.00,181027.09335,0.0,0.482,agile,,,,,,,
102.69,2.48,59699.0,1540625711.0,0.332,0.038,3.320e-1+/-3.800e-2,470.23,38.8,6.2,38.8+/-6.20,181027.09351,0.0,0.664,agile,,,,,,,
22.96,2.04,59701.0,1540636434.0,0.306,0.038,3.060e-1+/-3.800e-2,474.98,33.0,5.7,33.00+/-5.70,181027.12335,0.0,0.612,agile,,,,,,,
-164.76,-2.31,59702.0,1540651373.0,0.46,0.096,4.600e-1+/-9.600e-2,471.0,11.8,3.5,11.8+/-3.50,181027.16425,0.0,0.92,agile,,,,,,,
21.04,1.0,59704.0,1540660518.0,0.047,0.009,4.700e-2+/-9.000e-3,462.46,12.9,3.6,12.9+/-3.60,181027.19151,0.0,0.094,agile,,,,,,,
10.91,-0.72,59706.0,1540672406.0,0.236,0.035,2.360e-1+/-3.500e-2,460.93,22.9,4.8,22.9+/-4.80,181027.22332,0.0,0.472,agile,,,,,,,
15.87,-0.93,59706.0,1540672489.0,0.028,0.007,2.800e-2+/-7.000e-3,461.0,11.0,3.3,11.00+/-3.30,181027.22344,0.0,0.056,agile,,,,,,,
15.69,-2.45,59709.0,1540694172.0,0.058,0.009,5.800e-2+/-9.000e-3,468.17,17.0,4.1,17.00+/-4.10,181028.03361,0.0,0.116,agile,,,,,,,
116.61,2.4,59713.0,1540713954.0,0.039,0.008,3.900e-2+/-8.000e-3,470.24,11.0,3.3,11.00+/-3.30,181028.09055,0.0,0.078,agile,,,,,,,
122.24,2.32,59713.0,1540714049.0,0.023,0.004,2.300e-2+/-4.000e-3,469.36,13.0,3.6,13.00+/-3.60,181028.09072,0.0,0.046,agile,,,,,,,
103.92,-2.25,59718.0,1540749915.0,0.123,0.018,1.230e-1+/-1.800e-2,462.72,26.0,5.1,26.00+/-5.10,181028.19051,0.0,0.246,agile,,,,,,,
117.77,2.38,59726.0,1540798384.0,0.1,0.019,1.000e-1+/-1.900e-2,472.21,14.9,3.9,14.9+/-3.90,181029.0833,0.0,0.2,agile,,,,,,,
123.31,0.71,59728.0,1540810536.0,0.173,0.032,1.730e-1+/-3.200e-2,464.49,13.9,3.7,13.9+/-3.70,181029.11553,0.0,0.346,agile,,,,,,,
21.07,2.39,59730.0,1540820882.0,0.123,0.024,1.230e-1+/-2.400e-2,472.86,12.9,3.6,12.9+/-3.60,181029.1448,0.0,0.246,agile,,,,,,,
115.51,1.91,59742.0,1540888786.0,0.082,0.011,8.200e-2+/-1.100e-2,471.19,29.8,5.5,29.8+/-5.50,181030.09394,2.0,0.164,agile,,,,,,,
115.51,1.91,59742.0,1540888786.0,0.018,0.004,1.800e-2+/-4.000e-3,471.19,8.9,3.0,8.9+/-3.00,181030.09394,3.0,0.036,agile,,,,,,,
17.17,2.4,59742.0,1540899197.0,0.105,0.022,1.050e-1+/-2.200e-2,477.13,32.6,5.8,32.6+/-5.80,181030.12331,0.0,0.21,agile,,,,,,,
-68.94,2.3,59747.0,1540927902.0,0.051,0.009,5.100e-2+/-9.000e-3,474.43,16.0,4.0,16.00+/-4.00,181030.20314,0.0,0.102,agile,,,,,,,
171.45,-1.45,59756.0,1540980163.0,0.054,0.012,5.400e-2+/-1.200e-2,462.34,10.0,3.2,10.00+/-3.20,181031.11024,0.0,0.108,agile,,,,,,,
118.44,-1.25,59758.0,1540991334.0,0.05,0.008,5.000e-2+/-8.000e-3,462.99,18.0,4.2,18.00+/-4.20,181031.14085,0.0,0.1,agile,,,,,,,
155.15,-2.33,59758.0,1540991947.0,0.02,0.004,2.000e-2+/-4.000e-3,460.98,11.0,3.3,11.00+/-3.30,181031.1419,0.0,0.04,agile,,,,,,,
111.31,-1.85,59759.0,1540997243.0,0.038,0.007,3.800e-2+/-7.000e-3,461.68,16.0,4.0,16.00+/-4.00,181031.1547,0.0,0.076,agile,,,,,,,
-65.43,2.23,59764.0,1541012371.0,0.073,0.011,7.300e-2+/-1.100e-2,475.62,22.9,4.8,22.9+/-4.80,181031.19593,0.0,0.146,agile,,,,,,,
-75.15,-1.19,59765.0,1541036326.0,0.054,0.011,5.400e-2+/-1.100e-2,463.97,12.0,3.5,12.00+/-3.50,181101.02384,0.0,0.108,agile,,,,,,,
99.09,-0.42,59773.0,1541075421.0,0.053,0.009,5.300e-2+/-9.000e-3,467.35,13.9,3.7,13.9+/-3.70,181101.13302,0.0,0.106,agile,,,,,,,
107.65,-2.34,59774.0,1541087621.0,0.045,0.008,4.500e-2+/-8.000e-3,461.39,16.9,4.1,16.9+/-4.10,181101.16534,0.0,0.09,agile,,,,,,,
-73.36,0.87,59777.0,1541108708.0,0.082,0.015,8.200e-2+/-1.500e-2,472.52,17.9,4.2,17.9+/-4.20,181101.224,0.0,0.164,agile,,,,,,,
-165.22,2.48,59778.0,1541113197.0,0.185,0.042,1.850e-1+/-4.200e-2,477.62,9.9,3.2,9.9+/-3.20,181101.23595,0.0,0.37,agile,,,,,,,
103.47,2.2,59783.0,1541141814.0,0.352,0.057,3.520e-1+/-5.700e-2,477.2,21.5,4.7,21.5+/-4.70,181102.07565,0.0,0.704,agile,,,,,,,
115.62,1.88,59783.0,1541142018.0,0.15,0.018,1.500e-1+/-1.800e-2,476.37,37.0,6.1,37.00+/-6.10,181102.08001,0.0,0.3,agile,,,,,,,
-63.19,2.17,59789.0,1541181228.0,0.046,0.008,4.600e-2+/-8.000e-3,477.44,18.0,4.2,18.00+/-4.20,181102.18534,0.0,0.092,agile,,,,,,,
-69.52,-0.41,59793.0,1541199212.0,0.034,0.007,3.400e-2+/-7.000e-3,470.66,11.0,3.3,11.00+/-3.30,181102.2353,0.0,0.068,agile,,,,,,,
-66.5,1.54,59804.0,1541271612.0,0.155,0.034,1.550e-1+/-3.400e-2,477.06,11.8,3.5,11.8+/-3.50,181103.20001,0.0,0.31,agile,,,,,,,
101.31,0.54,59814.0,1541322658.0,0.053,0.012,5.300e-2+/-1.200e-2,475.96,9.9,3.2,9.9+/-3.20,181104.10105,0.0,0.106,agile,,,,,,,
118.31,-2.08,59816.0,1541335003.0,0.035,0.008,3.500e-2+/-8.000e-3,467.29,9.9,3.2,9.9+/-3.20,181104.13364,0.0,0.07,agile,,,,,,,
98.01,-2.29,59818.0,1541352748.0,0.12,0.023,1.200e-1+/-2.300e-2,461.68,14.8,3.9,14.8+/-3.90,181104.18322,0.0,0.24,agile,,,,,,,
13.17,-2.38,59833.0,1541447798.0,0.047,0.011,4.700e-2+/-1.100e-2,467.91,10.9,3.3,10.9+/-3.30,181105.20563,0.0,0.094,agile,,,,,,,
20.93,-1.81,59835.0,1541459984.0,0.024,0.005,2.400e-2+/-5.000e-3,461.55,12.0,3.5,12.00+/-3.50,181106.0019,0.0,0.048,agile,,,,,,,
24.15,-1.7,59835.0,1541460038.0,0.055,0.011,5.500e-2+/-1.100e-2,461.37,13.0,3.6,13.00+/-3.60,181106.00203,0.0,0.11,agile,,,,,,,
-93.83,-1.46,59836.0,1541464093.0,0.103,0.032,1.030e-1+/-3.200e-2,473.57,9.8,3.2,9.8+/-3.20,181106.01281,0.0,0.206,agile,,,,,,,
20.18,1.83,59842.0,1541502174.0,0.08,12.741,8.000e-2+/-1.274e+1,476.47,21.1,0.8,21.1+/-0.80,181106.12025,0.0,0.16,agile,,,,,,,
14.52,-1.88,59848.0,1541526201.0,0.042,0.009,4.200e-2+/-9.000e-3,473.33,11.9,3.5,11.9+/-3.50,181106.1843,0.0,0.084,agile,,,,,,,
-75.29,-0.2,59849.0,1541536753.0,0.225,0.027,2.250e-1+/-2.700e-2,477.44,60.5,7.8,60.5+/-7.80,181106.21391,0.0,0.45,agile,,,,,,,
151.62,-2.48,59857.0,1541588789.0,0.032,0.007,3.200e-2+/-7.000e-3,468.65,11.0,3.3,11.00+/-3.30,181107.1206,0.0,0.064,agile,,,,,,,
114.93,-1.2,59871.0,1541666554.0,0.302,0.032,3.020e-1+/-3.200e-2,477.41,45.7,6.8,45.7+/-6.80,181108.09423,0.0,0.604,agile,,,,,,,
16.96,1.91,59871.0,1541670938.0,0.148,0.016,1.480e-1+/-1.600e-2,472.89,40.0,6.3,40.00+/-6.30,181108.1055,0.0,0.296,agile,,,,,,,
15.04,0.04,59873.0,1541682967.0,0.324,0.065,3.240e-1+/-6.500e-2,477.34,12.9,3.6,12.9+/-3.60,181108.1416,0.0,0.648,agile,,,,,,,
-70.7,0.67,59875.0,1541699617.0,0.15,0.023,1.500e-1+/-2.300e-2,476.21,22.9,4.8,22.9+/-4.80,181108.18533,0.0,0.3,agile,,,,,,,
23.2,-2.47,59875.0,1541701194.0,0.278,0.055,2.780e-1+/-5.500e-2,472.8,19.9,4.5,19.9+/-4.50,181108.19195,0.0,0.556,agile,,,,,,,
104.53,0.76,59877.0,1541708583.0,0.069,0.015,6.900e-2+/-1.500e-2,460.74,11.9,3.5,11.9+/-3.50,181108.212,0.0,0.138,agile,,,,,,,
27.87,-1.55,59877.0,1541713330.0,0.15,0.023,1.500e-1+/-2.300e-2,465.02,23.9,4.9,23.9+/-4.90,181108.22421,0.0,0.3,agile,,,,,,,
106.13,0.26,59883.0,1541744784.0,0.062,0.011,6.200e-2+/-1.100e-2,476.37,16.0,4.0,16.00+/-4.00,181109.07,0.0,0.124,agile,,,,,,,
139.33,-2.45,59885.0,1541757402.0,0.04,0.008,4.000e-2+/-8.000e-3,474.58,13.9,3.7,13.9+/-3.70,181109.10564,0.0,0.08,agile,,,,,,,
139.24,-1.83,59887.0,1541769459.0,0.272,0.057,2.720e-1+/-5.700e-2,467.73,15.7,4.0,15.7+/-4.00,181109.14173,0.0,0.544,agile,,,,,,,
136.92,1.13,59891.0,1541787506.0,0.107,0.013,1.070e-1+/-1.300e-2,460.85,30.0,5.5,30.00+/-5.50,181109.19182,0.0,0.214,agile,,,,,,,
29.89,-0.67,59902.0,1541852033.0,0.158,0.019,1.580e-1+/-1.900e-2,476.52,34.9,5.9,34.9+/-5.90,181110.1313,0.0,0.316,agile,,,,,,,
108.44,-2.02,59902.0,1541859381.0,0.552,0.132,5.520e-1+/-1.320e-1,471.08,16.8,4.2,16.8+/-4.20,181110.15162,0.0,1.104,agile,,,,,,,
26.77,-2.48,59903.0,1541870071.0,0.034,0.007,3.400e-2+/-7.000e-3,475.82,14.0,3.7,14.00+/-3.70,181110.18143,0.0,0.068,agile,,,,,,,
103.8,-1.71,59914.0,1541925622.0,0.351,0.065,3.510e-1+/-6.500e-2,477.4,29.6,5.5,29.6+/-5.50,181111.09402,0.0,0.702,agile,,,,,,,
12.38,-2.44,59918.0,1541960268.0,0.21,0.022,2.100e-1+/-2.200e-2,476.3,50.9,7.1,50.9+/-7.10,181111.19174,0.0,0.42,agile,,,,,,,
7.55,1.72,59937.0,1542074743.0,0.027,0.005,2.700e-2+/-5.000e-3,462.96,13.0,3.6,13.00+/-3.60,181113.03054,0.0,0.054,agile,,,,,,,
132.44,0.1,59938.0,1542076830.0,0.113,0.016,1.130e-1+/-1.600e-2,469.29,25.9,5.1,25.9+/-5.10,181113.03403,0.0,0.226,agile,,,,,,,
6.66,2.31,59938.0,1542080756.0,0.109,0.016,1.090e-1+/-1.600e-2,461.18,22.9,4.8,22.9+/-4.80,181113.04455,0.0,0.218,agile,,,,,,,
5.7,2.48,59939.0,1542086768.0,0.031,0.007,3.100e-2+/-7.000e-3,460.74,12.0,3.5,12.00+/-3.50,181113.0626,0.0,0.062,agile,,,,,,,
139.35,-2.46,59941.0,1542095035.0,0.07,0.012,7.000e-2+/-1.200e-2,477.68,18.0,4.2,18.00+/-4.20,181113.08435,0.0,0.14,agile,,,,,,,
15.88,-1.13,59945.0,1542111053.0,0.167,0.019,1.670e-1+/-1.900e-2,472.7,39.0,6.2,39.00+/-6.20,181113.13105,0.0,0.334,agile,,,,,,,
114.15,-0.92,59945.0,1542118732.0,0.101,0.015,1.010e-1+/-1.500e-2,472.94,23.9,4.9,23.9+/-4.90,181113.1518,0.0,0.202,agile,,,,,,,
27.11,-2.22,59961.0,1542213739.0,0.053,0.012,5.300e-2+/-1.200e-2,477.72,9.9,3.2,9.9+/-3.20,181114.17421,0.0,0.106,agile,,,,,,,
99.37,1.59,59962.0,1542220981.0,0.042,0.008,4.200e-2+/-8.000e-3,466.7,14.0,3.7,14.00+/-3.70,181114.1943,0.0,0.084,agile,,,,,,,
106.6,0.16,59967.0,1542251244.0,0.386,0.039,3.860e-1+/-3.900e-2,464.68,49.9,7.0,49.9+/-7.00,181115.0407,0.0,0.772,agile,,,,,,,
130.88,-0.94,59967.0,1542251650.0,0.042,0.008,4.200e-2+/-8.000e-3,468.31,11.8,3.5,11.8+/-3.50,181115.0414,0.0,0.084,agile,,,,,,,
126.33,-2.32,59998.0,1542432449.0,0.051,0.009,5.100e-2+/-9.000e-3,470.51,14.0,3.7,14.00+/-3.70,181117.06272,0.0,0.102,agile,,,,,,,
124.44,-2.48,59998.0,1542438446.0,0.127,0.019,1.270e-1+/-1.900e-2,473.64,22.0,4.7,22.00+/-4.70,181117.08072,0.0,0.254,agile,,,,,,,
21.12,-2.14,60002.0,1542454803.0,0.039,0.008,3.900e-2+/-8.000e-3,468.48,12.0,3.5,12.00+/-3.50,181117.124,0.0,0.078,agile,,,,,,,
108.59,-1.96,60014.0,1542534647.0,0.034,0.007,3.400e-2+/-7.000e-3,475.56,12.0,3.5,12.00+/-3.50,181118.10504,0.0,0.068,agile,,,,,,,
-117.49,2.48,60014.0,1542536894.0,0.247,0.042,2.470e-1+/-4.200e-2,467.41,17.9,4.2,17.9+/-4.20,181118.11281,0.0,0.494,agile,,,,,,,
