geolon(deg),geolat(deg),orbit,trigger_time,t50(ms),t50_err(ms),t50+/-err(ms),satellite_altitude(km),ml_counts,ml_counts_err,ml_counts+/-err,tgf_name,eventtype,normalised_duration,source,ra,dec,start_time_obs,end_time_obs,reliability,geo_long,geo_lat
139.04,-1.21,57468.0,1527179173.0,0.08,0.012,8.000e-2+/-1.200e-2,465.03,23.98,4.892,23.98+/-4.892,180524.18261,0.0,0.16,agile,,,,,,,
112.74,0.24,57477.0,1527233013.0,0.043,0.008,4.300e-2+/-8.000e-3,473.87,14.99,3.865,14.99+/-3.865,180525.09233,0.0,0.086,agile,,,,,,,
26.81,1.79,57478.0,1527243634.0,0.316,0.032,3.160e-1+/-3.200e-2,478.17,46.01,6.762,46.01+/-6.762,180525.12203,0.0,0.632,agile,,,,,,,
23.71,1.0,57480.0,1527249613.0,1.299,0.121,1.299e+0+/-1.210e-1,476.43,57.01,7.522,57.01+/-7.522,180525.14001,1.0,2.598,agile,,,,,,,
25.31,-0.16,57480.0,1527255672.0,0.034,0.007,3.400e-2+/-7.000e-3,473.18,15.98,3.996,15.98+/-3.996,180525.15411,0.0,0.068,agile,,,,,,,
21.45,-2.42,57483.0,1527273699.0,0.209,0.017,2.090e-1+/-1.700e-2,463.84,66.85,8.143,66.85+/-8.143,180525.20413,0.0,0.418,agile,,,,,,,
99.88,-0.29,57493.0,1527323259.0,0.251,0.053,2.510e-1+/-5.300e-2,474.39,11.94,3.461,11.94+/-3.461,180526.10273,0.0,0.502,agile,,,,,,,
140.15,-1.9,57493.0,1527323934.0,0.243,0.042,2.430e-1+/-4.200e-2,468.23,18.82,4.352,18.82+/-4.352,180526.10385,0.0,0.486,agile,,,,,,,
8.83,1.53,57503.0,1527394099.0,0.027,0.005,2.700e-2+/-5.000e-3,468.74,10.97,3.307,10.97+/-3.307,180527.06081,0.0,0.054,agile,,,,,,,
108.36,1.44,57505.0,1527395768.0,0.124,0.017,1.240e-1+/-1.700e-2,478.82,24.0,4.888,24.00+/-4.888,180527.0636,2.0,0.248,agile,,,,,,,
108.36,1.44,57505.0,1527395768.0,0.113,0.024,1.130e-1+/-2.400e-2,478.82,11.01,3.312,11.01+/-3.312,180527.0636,3.0,0.226,agile,,,,,,,
29.08,-1.39,57509.0,1527430627.0,0.244,0.059,2.440e-1+/-5.900e-2,473.37,19.68,4.503,19.68+/-4.503,180527.1617,0.0,0.488,agile,,,,,,,
16.22,-2.46,57513.0,1527448503.0,0.082,0.016,8.200e-2+/-1.600e-2,465.02,12.97,3.601,12.97+/-3.601,180527.2115,0.0,0.164,agile,,,,,,,
144.75,-0.91,57525.0,1527516992.0,0.065,0.012,6.500e-2+/-1.200e-2,461.79,13.0,3.598,13.00+/-3.598,180528.16163,0.0,0.13,agile,,,,,,,
23.81,-2.02,57525.0,1527521000.0,0.206,0.026,2.060e-1+/-2.600e-2,472.83,33.99,5.815,33.99+/-5.815,180528.17232,0.0,0.412,agile,,,,,,,
21.95,-2.43,57525.0,1527526999.0,0.101,0.019,1.010e-1+/-1.900e-2,469.51,14.86,3.868,14.86+/-3.868,180528.19031,1.0,0.202,agile,,,,,,,
20.93,1.1,57545.0,1527641563.0,0.022,0.005,2.200e-2+/-5.000e-3,462.39,9.98,3.154,9.98+/-3.154,180530.02524,0.0,0.044,agile,,,,,,,
26.19,-1.32,57552.0,1527683868.0,0.066,0.009,6.600e-2+/-9.000e-3,478.28,21.97,4.68,21.97+/-4.68,180530.14374,0.0,0.132,agile,,,,,,,
22.13,-2.0,57552.0,1527689831.0,0.445,0.078,4.450e-1+/-7.800e-2,476.73,16.89,4.111,16.89+/-4.111,180530.16171,1.0,0.89,agile,,,,,,,
18.83,-2.41,57554.0,1527695807.0,0.05,0.008,5.000e-2+/-8.000e-3,474.27,18.99,4.352,18.99+/-4.352,180530.17564,0.0,0.1,agile,,,,,,,
12.21,-1.72,57581.0,1527858523.0,0.046,0.008,4.600e-2+/-8.000e-3,478.92,14.99,3.865,14.99+/-3.865,180601.15084,0.0,0.092,agile,,,,,,,
138.77,-2.42,57592.0,1527926982.0,0.046,0.009,4.600e-2+/-9.000e-3,476.07,12.0,3.459,12.00+/-3.459,180602.10094,0.0,0.092,agile,,,,,,,
24.07,-2.08,57596.0,1527943152.0,0.028,0.005,2.800e-2+/-5.000e-3,478.9,13.97,3.733,13.97+/-3.733,180602.14391,0.0,0.056,agile,,,,,,,
16.06,-2.38,57596.0,1527949048.0,0.131,0.02,1.310e-1+/-2.000e-2,478.61,22.9,4.789,22.9+/-4.789,180602.16172,0.0,0.262,agile,,,,,,,
27.97,-2.48,57596.0,1527949248.0,0.04,0.008,4.000e-2+/-8.000e-3,477.9,14.98,3.866,14.98+/-3.866,180602.16204,0.0,0.08,agile,,,,,,,
18.22,2.42,57604.0,1527997328.0,0.061,0.012,6.100e-2+/-1.200e-2,463.22,11.99,3.458,11.99+/-3.458,180603.0542,0.0,0.122,agile,,,,,,,
16.37,2.01,57606.0,1528003326.0,0.12,0.026,1.200e-1+/-2.600e-2,465.67,11.85,3.457,11.85+/-3.457,180603.0722,0.0,0.24,agile,,,,,,,
18.11,1.96,57606.0,1528003356.0,0.113,0.017,1.130e-1+/-1.700e-2,465.91,20.89,4.573,20.89+/-4.573,180603.07223,0.0,0.226,agile,,,,,,,
18.4,1.95,57606.0,1528003360.0,0.113,0.017,1.130e-1+/-1.700e-2,465.95,30.81,5.561,30.81+/-5.561,180603.07224,0.0,0.226,agile,,,,,,,
-75.34,2.44,57608.0,1528013854.0,0.096,0.017,9.600e-2+/-1.700e-2,461.75,15.99,3.991,15.99+/-3.991,180603.10173,0.0,0.192,agile,,,,,,,
110.93,-2.39,57649.0,1528264230.0,0.024,0.005,2.400e-2+/-5.000e-3,476.83,10.01,3.159,10.01+/-3.159,180606.07503,0.0,0.048,agile,,,,,,,
115.59,-2.39,57677.0,1528439196.0,0.115,0.023,1.150e-1+/-2.300e-2,476.78,12.98,3.6,12.98+/-3.60,180608.08263,0.0,0.23,agile,,,,,,,
134.95,2.44,57683.0,1528475708.0,0.058,0.011,5.800e-2+/-1.100e-2,464.94,15.95,3.992,15.95+/-3.992,180608.1835,0.0,0.116,agile,,,,,,,
69.81,2.34,57728.0,1528745995.0,0.062,0.024,6.200e-2+/-2.400e-2,470.5,10.81,3.376,10.81+/-3.376,180611.21395,0.0,0.124,agile,,,,,,,
25.36,0.65,57732.0,1528769372.0,0.09,0.014,9.000e-2+/-1.400e-2,463.82,23.98,4.888,23.98+/-4.888,180612.04093,0.0,0.18,agile,,,,,,,
17.29,2.44,57744.0,1528835574.0,0.02,0.005,2.000e-2+/-5.000e-3,476.55,8.88,3.0,8.88+/-3.00,180612.22325,0.0,0.04,agile,,,,,,,
95.69,-2.16,57746.0,1528854977.0,0.14,0.019,1.400e-1+/-1.900e-2,462.25,25.97,5.088,25.97+/-5.088,180613.03561,0.0,0.28,agile,,,,,,,
84.42,0.96,57753.0,1528890971.0,0.061,0.009,6.100e-2+/-9.000e-3,477.84,18.0,4.235,18.00+/-4.235,180613.13561,0.0,0.122,agile,,,,,,,
97.54,1.59,57770.0,1528999744.0,0.039,0.007,3.900e-2+/-7.000e-3,472.63,13.99,3.735,13.99+/-3.735,180614.2009,0.0,0.078,agile,,,,,,,
19.58,1.29,57783.0,1529076833.0,0.032,0.005,3.200e-2+/-5.000e-3,475.63,17.0,4.115,17.00+/-4.115,180615.17335,0.0,0.064,agile,,,,,,,
16.32,1.17,57798.0,1529161206.0,0.171,0.036,1.710e-1+/-3.600e-2,473.32,10.93,3.31,10.93+/-3.31,180616.17,0.0,0.342,agile,,,,,,,
93.03,2.33,57798.0,1529162493.0,0.034,0.007,3.400e-2+/-7.000e-3,478.39,14.0,3.736,14.00+/-3.736,180616.17213,0.0,0.068,agile,,,,,,,
19.17,2.08,57798.0,1529167285.0,0.225,0.039,2.250e-1+/-3.900e-2,476.61,16.87,4.115,16.87+/-4.115,180616.18412,0.0,0.45,agile,,,,,,,
20.78,1.72,57816.0,1529269833.0,0.089,0.016,8.900e-2+/-1.600e-2,478.12,14.96,3.861,14.96+/-3.861,180617.23103,0.0,0.178,agile,,,,,,,
-7.3,1.85,57816.0,1529275393.0,1.063,0.144,1.063e+0+/-1.440e-1,478.34,27.0,5.184,27.00+/-5.184,180618.00431,1.0,2.126,agile,,,,,,,
13.72,2.42,57826.0,1529342079.0,0.05,0.009,5.000e-2+/-9.000e-3,475.38,14.99,3.864,14.99+/-3.864,180618.19143,0.0,0.1,agile,,,,,,,
-176.1,1.21,57846.0,1529459511.0,0.032,0.007,3.200e-2+/-7.000e-3,465.66,11.97,3.457,11.97+/-3.457,180620.03515,0.0,0.064,agile,,,,,,,
-89.72,1.34,57847.0,1529466989.0,0.051,0.012,5.100e-2+/-1.200e-2,478.64,8.94,2.993,8.94+/-2.993,180620.05562,0.0,0.102,agile,,,,,,,
118.32,1.63,57854.0,1529500626.0,0.119,0.017,1.190e-1+/-1.700e-2,478.21,22.92,4.786,22.92+/-4.786,180620.1517,0.0,0.238,agile,,,,,,,
36.83,-1.09,57860.0,1529535448.0,0.076,0.016,7.600e-2+/-1.600e-2,476.61,10.99,3.309,10.99+/-3.309,180621.00572,0.0,0.152,agile,,,,,,,
98.15,-2.48,57860.0,1529536475.0,0.036,0.008,3.600e-2+/-8.000e-3,467.73,9.96,3.156,9.96+/-3.156,180621.01143,0.0,0.072,agile,,,,,,,
109.81,-2.43,57872.0,1529615068.0,0.059,0.012,5.900e-2+/-1.200e-2,471.68,12.97,3.599,12.97+/-3.599,180621.23042,0.0,0.118,agile,,,,,,,
111.22,2.03,57878.0,1529651270.0,0.082,0.012,8.200e-2+/-1.200e-2,464.57,24.91,4.988,24.91+/-4.988,180622.09075,0.0,0.164,agile,,,,,,,
101.08,2.47,57880.0,1529663160.0,0.155,0.02,1.550e-1+/-2.000e-2,469.84,29.88,5.463,29.88+/-5.463,180622.1226,0.0,0.31,agile,,,,,,,
101.26,2.47,57880.0,1529663163.0,0.135,0.02,1.350e-1+/-2.000e-2,469.87,26.85,5.189,26.85+/-5.189,180622.1226,0.0,0.27,agile,,,,,,,
109.31,-1.98,57886.0,1529693456.0,0.049,0.009,4.900e-2+/-9.000e-3,476.77,14.0,3.734,14.00+/-3.734,180622.20505,0.0,0.098,agile,,,,,,,
116.39,1.66,57896.0,1529753875.0,0.12,0.019,1.200e-1+/-1.900e-2,473.62,19.0,4.349,19.00+/-4.349,180623.13375,0.0,0.24,agile,,,,,,,
106.9,0.03,57897.0,1529765778.0,0.039,0.008,3.900e-2+/-8.000e-3,477.77,12.98,3.598,12.98+/-3.598,180623.16561,0.0,0.078,agile,,,,,,,
150.81,-1.8,57897.0,1529766516.0,0.093,0.022,9.300e-2+/-2.200e-2,478.18,9.99,3.158,9.99+/-3.158,180623.17083,0.0,0.186,agile,,,,,,,
115.86,-1.41,57899.0,1529771961.0,0.113,0.014,1.130e-1+/-1.400e-2,478.63,32.94,5.73,32.94+/-5.73,180623.18392,0.0,0.226,agile,,,,,,,
116.81,2.48,57907.0,1529826249.0,0.031,0.007,3.100e-2+/-7.000e-3,464.7,11.99,3.458,11.99+/-3.458,180624.0944,0.0,0.062,agile,,,,,,,
12.23,2.41,57913.0,1529854649.0,0.086,0.014,8.600e-2+/-1.400e-2,466.12,22.9,4.781,22.9+/-4.781,180624.17372,0.0,0.172,agile,,,,,,,
110.83,-2.38,57915.0,1529874396.0,0.054,0.009,5.400e-2+/-9.000e-3,474.27,17.99,4.235,17.99+/-4.235,180624.23063,0.0,0.108,agile,,,,,,,
27.42,1.71,57922.0,1529921242.0,0.077,0.016,7.700e-2+/-1.600e-2,461.7,11.9,3.458,11.9+/-3.458,180625.12072,0.0,0.154,agile,,,,,,,
112.86,1.76,57923.0,1529922669.0,0.045,0.008,4.500e-2+/-8.000e-3,468.77,15.95,3.993,15.95+/-3.993,180625.1231,0.0,0.09,agile,,,,,,,
116.06,2.29,57936.0,1530001120.0,0.023,0.005,2.300e-2+/-5.000e-3,464.06,9.98,3.153,9.98+/-3.153,180626.10184,0.0,0.046,agile,,,,,,,
-163.71,2.1,57947.0,1530068799.0,0.034,0.007,3.400e-2+/-7.000e-3,463.76,10.98,3.309,10.98+/-3.309,180627.05063,0.0,0.068,agile,,,,,,,
149.49,0.22,57951.0,1530092136.0,0.05,0.009,5.000e-2+/-9.000e-3,470.18,15.99,3.99,15.99+/-3.99,180627.11353,0.0,0.1,agile,,,,,,,
149.7,-0.88,57953.0,1530098171.0,0.155,0.015,1.550e-1+/-1.500e-2,473.79,51.91,7.193,51.91+/-7.193,180627.13161,0.0,0.31,agile,,,,,,,
28.74,0.25,57956.0,1530120266.0,0.02,0.004,2.000e-2+/-4.000e-3,469.35,11.01,3.312,11.01+/-3.312,180627.19242,0.0,0.04,agile,,,,,,,
25.78,2.15,57968.0,1530192583.0,0.206,0.038,2.060e-1+/-3.800e-2,461.99,15.87,3.994,15.87+/-3.994,180628.15294,0.0,0.412,agile,,,,,,,
147.0,-1.35,57974.0,1530212707.0,0.117,0.023,1.170e-1+/-2.300e-2,476.5,25.52,5.107,25.52+/-5.107,180628.2105,0.0,0.234,agile,,,,,,,
144.44,-2.48,57984.0,1530285028.0,0.046,0.009,4.600e-2+/-9.000e-3,477.81,12.98,3.599,12.98+/-3.599,180629.17102,0.0,0.092,agile,,,,,,,
24.89,-0.71,57985.0,1530295085.0,0.03,0.007,3.000e-2+/-7.000e-3,468.01,10.0,3.156,10.00+/-3.156,180629.1958,0.0,0.06,agile,,,,,,,
115.8,0.62,57995.0,1530350882.0,0.027,0.005,2.700e-2+/-5.000e-3,463.1,11.0,3.31,11.00+/-3.31,180630.1128,0.0,0.054,agile,,,,,,,
120.58,1.67,58005.0,1530405241.0,0.045,0.008,4.500e-2+/-8.000e-3,471.24,13.98,3.734,13.98+/-3.734,180701.0234,0.0,0.09,agile,,,,,,,
146.93,-0.82,58009.0,1530435830.0,0.184,0.035,1.840e-1+/-3.500e-2,465.08,13.86,3.734,13.86+/-3.734,180701.11035,0.0,0.368,agile,,,,,,,
160.28,-1.71,58013.0,1530460176.0,0.198,0.043,1.980e-1+/-4.300e-2,478.29,10.96,3.309,10.96+/-3.309,180701.17493,0.0,0.396,agile,,,,,,,
27.23,2.46,58022.0,1530524285.0,0.126,0.024,1.260e-1+/-2.400e-2,466.5,14.0,3.735,14.00+/-3.735,180702.1138,0.0,0.252,agile,,,,,,,
19.67,2.25,58023.0,1530530188.0,0.023,0.005,2.300e-2+/-5.000e-3,464.46,11.98,3.454,11.98+/-3.454,180702.13162,0.0,0.046,agile,,,,,,,
103.65,-1.92,58025.0,1530537622.0,0.022,0.004,2.200e-2+/-4.000e-3,466.68,10.99,3.31,10.99+/-3.31,180702.15202,0.0,0.044,agile,,,,,,,
15.62,1.71,58038.0,1530620576.0,0.142,0.027,1.420e-1+/-2.700e-2,463.93,13.99,3.732,13.99+/-3.732,180703.14225,0.0,0.284,agile,,,,,,,
150.68,-2.43,58040.0,1530622835.0,0.043,0.008,4.300e-2+/-8.000e-3,471.78,14.99,3.867,14.99+/-3.867,180703.15003,0.0,0.086,agile,,,,,,,
17.15,-0.42,58041.0,1530632661.0,0.078,0.014,7.800e-2+/-1.400e-2,461.67,17.97,4.235,17.97+/-4.235,180703.17442,0.0,0.156,agile,,,,,,,
96.15,-2.48,58041.0,1530633982.0,0.034,0.008,3.400e-2+/-8.000e-3,470.46,9.97,3.154,9.97+/-3.154,180703.18062,0.0,0.068,agile,,,,,,,
-131.7,2.37,58044.0,1530648261.0,0.231,0.046,2.310e-1+/-4.600e-2,468.19,12.95,3.598,12.95+/-3.598,180703.22042,0.0,0.462,agile,,,,,,,
120.59,-1.35,58072.0,1530809273.0,0.057,0.012,5.700e-2+/-1.200e-2,473.44,10.95,3.311,10.95+/-3.311,180705.18475,0.0,0.114,agile,,,,,,,
103.72,2.43,58117.0,1531092422.0,0.057,0.009,5.700e-2+/-9.000e-3,478.43,17.96,4.235,17.96+/-4.235,180709.0127,0.0,0.114,agile,,,,,,,
-79.81,2.2,58137.0,1531215984.0,0.072,0.015,7.200e-2+/-1.500e-2,475.99,12.92,3.596,12.92+/-3.596,180710.11462,0.0,0.144,agile,,,,,,,
8.28,2.02,58148.0,1531277763.0,0.132,9.64,1.320e-1+/-9.640e+0,473.63,16.21,0.463,16.21+/-0.463,180711.0456,0.0,0.264,agile,,,,,,,
16.99,2.48,58177.0,1531452789.0,0.111,0.019,1.110e-1+/-1.900e-2,474.13,17.98,4.237,17.98+/-4.237,180713.0533,0.0,0.222,agile,,,,,,,
144.38,-2.37,58178.0,1531460958.0,0.123,0.016,1.230e-1+/-1.600e-2,468.66,30.0,5.464,30.00+/-5.464,180713.07491,2.0,0.246,agile,,,,,,,
144.38,-2.37,58178.0,1531460958.0,0.054,0.009,5.400e-2+/-9.000e-3,468.66,15.99,3.991,15.99+/-3.991,180713.07491,3.0,0.108,agile,,,,,,,
29.29,-1.96,58181.0,1531483152.0,0.059,0.009,5.900e-2+/-9.000e-3,472.27,17.95,4.231,17.95+/-4.231,180713.13591,0.0,0.118,agile,,,,,,,
21.21,2.32,58190.0,1531531254.0,0.061,0.009,6.100e-2+/-9.000e-3,469.04,17.98,4.23,17.98+/-4.23,180714.03205,0.0,0.122,agile,,,,,,,
28.56,-1.95,58212.0,1531651988.0,0.221,0.042,2.210e-1+/-4.200e-2,476.06,13.98,3.731,13.98+/-3.731,180715.1253,0.0,0.442,agile,,,,,,,
21.44,-2.34,58225.0,1531742324.0,0.16,0.058,1.600e-1+/-5.800e-2,475.83,10.75,3.371,10.75+/-3.371,180716.13584,0.0,0.32,agile,,,,,,,
-80.06,2.21,58265.0,1531987862.0,0.045,0.011,4.500e-2+/-1.100e-2,464.5,9.99,3.157,9.99+/-3.157,180719.1011,0.0,0.09,agile,,,,,,,
-75.5,2.11,58265.0,1531987939.0,0.036,0.008,3.600e-2+/-8.000e-3,465.07,11.98,3.457,11.98+/-3.457,180719.10121,0.0,0.072,agile,,,,,,,
24.61,2.4,58287.0,1532122285.0,0.08,0.016,8.000e-2+/-1.600e-2,461.75,13.88,3.736,13.88+/-3.736,180720.23312,0.0,0.16,agile,,,,,,,
29.1,1.84,58305.0,1532218843.0,0.053,0.008,5.300e-2+/-8.000e-3,462.18,18.97,4.35,18.97+/-4.35,180722.02204,0.0,0.106,agile,,,,,,,
20.08,2.46,58319.0,1532297088.0,0.038,0.007,3.800e-2+/-7.000e-3,462.26,15.02,3.869,15.02+/-3.869,180723.00044,0.0,0.076,agile,,,,,,,
1.22,1.09,58342.0,1532453560.0,0.038,0.008,3.800e-2+/-8.000e-3,474.74,11.97,3.459,11.97+/-3.459,180724.19324,0.0,0.076,agile,,,,,,,
17.17,0.35,58348.0,1532483976.0,0.028,0.005,2.800e-2+/-5.000e-3,461.8,14.98,3.863,14.98+/-3.863,180725.03593,0.0,0.056,agile,,,,,,,
99.49,1.82,58400.0,1532792900.0,0.104,0.015,1.040e-1+/-1.500e-2,468.28,23.9,4.887,23.9+/-4.887,180728.17482,0.0,0.208,agile,,,,,,,
65.2,-2.1,58421.0,1532924986.0,0.04,0.008,4.000e-2+/-8.000e-3,466.63,12.99,3.599,12.99+/-3.599,180730.06294,0.0,0.08,agile,,,,,,,
98.76,-2.06,58446.0,1533070278.0,1.062,0.127,1.062e+0+/-1.270e-1,462.39,34.99,5.9,34.99+/-5.90,180731.22511,1.0,2.124,agile,,,,,,,
10.85,-1.56,58448.0,1533086897.0,0.077,0.017,7.700e-2+/-1.700e-2,464.11,9.98,3.157,9.98+/-3.157,180801.03281,0.0,0.154,agile,,,,,,,
-65.66,2.31,58460.0,1533164006.0,0.042,0.008,4.200e-2+/-8.000e-3,478.19,15.93,3.985,15.93+/-3.985,180802.00532,0.0,0.084,agile,,,,,,,
58.68,2.25,58469.0,1533208299.0,0.023,0.007,2.300e-2+/-7.000e-3,476.21,7.01,2.642,7.01+/-2.642,180802.13113,2.0,0.046,agile,,,,,,,
58.68,2.25,58469.0,1533208299.0,0.028,0.005,2.800e-2+/-5.000e-3,476.21,13.0,3.599,13.00+/-3.599,180802.13113,3.0,0.056,agile,,,,,,,
137.27,-0.89,58484.0,1533306103.0,0.036,0.007,3.600e-2+/-7.000e-3,471.92,14.99,3.868,14.99+/-3.868,180803.16214,0.0,0.072,agile,,,,,,,
141.42,0.0,58498.0,1533384564.0,0.039,0.008,3.900e-2+/-8.000e-3,476.34,10.98,3.311,10.98+/-3.311,180804.14092,0.0,0.078,agile,,,,,,,
100.16,-0.32,58500.0,1533395933.0,0.034,0.007,3.400e-2+/-7.000e-3,475.82,12.97,3.598,12.97+/-3.598,180804.17185,0.0,0.068,agile,,,,,,,
27.05,0.83,58502.0,1533406768.0,0.256,0.04,2.560e-1+/-4.000e-2,478.05,19.95,4.465,19.95+/-4.465,180804.20192,0.0,0.512,agile,,,,,,,
-74.37,1.93,58504.0,1533423158.0,0.046,0.009,4.600e-2+/-9.000e-3,478.07,12.91,3.596,12.91+/-3.596,180805.00523,0.0,0.092,agile,,,,,,,
-72.93,-0.12,58534.0,1533604089.0,0.074,0.011,7.400e-2+/-1.100e-2,478.43,21.93,4.68,21.93+/-4.68,180807.0308,0.0,0.148,agile,,,,,,,
17.97,1.9,58580.0,1533889030.0,0.104,0.015,1.040e-1+/-1.500e-2,461.38,26.91,5.176,26.91+/-5.176,180810.10171,0.0,0.208,agile,,,,,,,
153.51,-1.62,58582.0,1533897330.0,0.116,0.017,1.160e-1+/-1.700e-2,478.3,23.0,4.793,23.00+/-4.793,180810.12353,0.0,0.232,agile,,,,,,,
14.29,2.07,58599.0,1533991478.0,0.036,0.007,3.600e-2+/-7.000e-3,465.04,13.02,3.603,13.02+/-3.603,180811.14443,0.0,0.072,agile,,,,,,,
117.17,-2.0,58599.0,1533993204.0,0.078,0.017,7.800e-2+/-1.700e-2,478.16,9.98,3.155,9.98+/-3.155,180811.15132,0.0,0.156,agile,,,,,,,
40.84,-2.44,58617.0,1534106498.0,0.184,0.038,1.840e-1+/-3.800e-2,478.24,12.82,3.601,12.82+/-3.601,180812.22413,0.0,0.368,agile,,,,,,,
-80.59,1.85,58627.0,1534164768.0,0.057,0.015,5.700e-2+/-1.500e-2,464.49,10.86,3.317,10.86+/-3.317,180813.14524,0.0,0.114,agile,,,,,,,
12.66,-0.83,58628.0,1534178386.0,0.078,0.014,7.800e-2+/-1.400e-2,471.09,19.92,4.461,19.92+/-4.461,180813.18394,0.0,0.156,agile,,,,,,,
-76.67,2.39,58713.0,1534683423.0,0.038,0.008,3.800e-2+/-8.000e-3,469.35,12.0,3.457,12.00+/-3.457,180819.1457,0.0,0.076,agile,,,,,,,
-79.63,1.93,58728.0,1534773824.0,0.02,0.004,2.000e-2+/-4.000e-3,468.41,10.98,3.31,10.98+/-3.31,180820.16034,0.0,0.04,agile,,,,,,,
110.09,2.43,58761.0,1534975993.0,0.108,0.019,1.080e-1+/-1.900e-2,476.63,16.96,4.116,16.96+/-4.116,180823.00131,0.0,0.216,agile,,,,,,,
-70.51,-0.61,58791.0,1535159896.0,0.032,0.007,3.200e-2+/-7.000e-3,466.47,12.99,3.598,12.99+/-3.598,180825.03181,0.0,0.064,agile,,,,,,,
-119.4,2.48,58825.0,1535364099.0,0.058,0.012,5.800e-2+/-1.200e-2,475.47,10.99,3.31,10.99+/-3.31,180827.12013,0.0,0.116,agile,,,,,,,
-69.06,-0.47,58861.0,1535582023.0,0.418,0.07,4.180e-1+/-7.000e-2,461.34,17.99,4.231,17.99+/-4.231,180830.00334,1.0,0.836,agile,,,,,,,
-61.28,2.39,58864.0,1535600241.0,0.035,0.008,3.500e-2+/-8.000e-3,467.64,10.99,3.31,10.99+/-3.31,180830.05372,0.0,0.07,agile,,,,,,,
102.94,-2.34,58865.0,1535602996.0,0.05,0.012,5.000e-2+/-1.200e-2,472.54,8.0,2.823,8.00+/-2.823,180830.06231,3.0,0.1,agile,,,,,,,
102.94,-2.34,58865.0,1535602996.0,0.069,0.016,6.900e-2+/-1.600e-2,472.54,9.0,2.995,9.00+/-2.995,180830.06231,2.0,0.138,agile,,,,,,,
27.81,1.65,58874.0,1535656004.0,0.065,0.009,6.500e-2+/-9.000e-3,462.61,20.99,4.571,20.99+/-4.571,180830.21064,0.0,0.13,agile,,,,,,,
104.26,1.26,58876.0,1535663313.0,0.097,0.014,9.700e-2+/-1.400e-2,476.17,23.93,4.885,23.93+/-4.885,180830.23083,0.0,0.194,agile,,,,,,,
106.04,-2.01,58881.0,1535699527.0,0.325,0.049,3.250e-1+/-4.900e-2,466.99,23.0,4.786,23.00+/-4.786,180831.0912,0.0,0.65,agile,,,,,,,
21.65,-0.44,58909.0,1535860918.0,0.027,0.005,2.700e-2+/-5.000e-3,476.65,11.97,3.457,11.97+/-3.457,180902.06015,0.0,0.054,agile,,,,,,,
-69.28,0.68,58919.0,1535925728.0,0.031,0.005,3.100e-2+/-5.000e-3,463.36,13.98,3.735,13.98+/-3.735,180903.0002,0.0,0.062,agile,,,,,,,
-76.32,-0.73,58931.0,1536003999.0,0.126,0.028,1.260e-1+/-2.800e-2,469.53,9.98,3.151,9.98+/-3.151,180903.21463,0.0,0.252,agile,,,,,,,
-68.12,0.75,58933.0,1536010166.0,0.266,0.043,2.660e-1+/-4.300e-2,464.87,20.71,4.574,20.71+/-4.574,180903.23292,0.0,0.532,agile,,,,,,,
-68.09,0.75,58933.0,1536010167.0,0.051,0.009,5.100e-2+/-9.000e-3,464.86,13.99,3.734,13.99+/-3.734,180903.23292,0.0,0.102,agile,,,,,,,
105.02,2.41,59013.0,1536489429.0,0.069,0.015,6.900e-2+/-1.500e-2,468.57,11.02,3.314,11.02+/-3.314,180909.1237,0.0,0.138,agile,,,,,,,
102.02,-2.45,59034.0,1536622031.0,0.092,0.012,9.200e-2+/-1.200e-2,470.71,25.95,5.086,25.95+/-5.086,180911.01271,0.0,0.184,agile,,,,,,,
29.16,0.91,59040.0,1536663023.0,0.057,0.012,5.700e-2+/-1.200e-2,477.9,10.97,3.309,10.97+/-3.309,180911.12502,0.0,0.114,agile,,,,,,,
97.65,0.33,59059.0,1536766678.0,0.07,0.014,7.000e-2+/-1.400e-2,462.82,14.97,3.868,14.97+/-3.868,180912.17375,0.0,0.14,agile,,,,,,,
100.16,-0.89,59073.0,1536857168.0,0.178,0.032,1.780e-1+/-3.200e-2,461.98,15.0,3.865,15.00+/-3.865,180913.1846,0.0,0.356,agile,,,,,,,
-62.72,2.43,59075.0,1536866499.0,0.045,0.008,4.500e-2+/-8.000e-3,476.91,15.99,3.992,15.99+/-3.992,180913.21213,0.0,0.09,agile,,,,,,,
102.32,1.15,59086.0,1536929562.0,0.058,0.008,5.800e-2+/-8.000e-3,469.07,22.98,4.786,22.98+/-4.786,180914.14524,0.0,0.116,agile,,,,,,,
20.04,2.24,59113.0,1537097016.0,0.032,0.008,3.200e-2+/-8.000e-3,477.5,9.96,3.156,9.96+/-3.156,180916.13233,0.0,0.064,agile,,,,,,,
115.89,2.22,59139.0,1537255397.0,0.069,0.011,6.900e-2+/-1.100e-2,478.26,19.97,4.458,19.97+/-4.458,180918.09231,0.0,0.138,agile,,,,,,,
-70.36,2.37,59158.0,1537372871.0,0.925,0.094,9.250e-1+/-9.400e-2,473.24,48.01,6.907,48.01+/-6.907,180919.18011,1.0,1.85,agile,,,,,,,
18.43,2.25,59171.0,1537446715.0,0.189,0.03,1.890e-1+/-3.000e-2,476.48,20.96,4.573,20.96+/-4.573,180920.14315,0.0,0.378,agile,,,,,,,
20.67,-2.3,59191.0,1537561322.0,0.201,0.027,2.010e-1+/-2.700e-2,471.45,29.0,5.373,29.00+/-5.373,180921.2222,0.0,0.402,agile,,,,,,,
