GeoLon(deg),GeoLat(deg),Orbit,Trigger Time,T50(ms),T50_Err(ms),T50+/-Err(ms),Satellite Altitude(km),ML Counts,ML Counts Err,ML Counts+/-Err,TGF Name,EventType,source
127.63,0.55,64899,1571976384,0.399,0.046,3.990e-1+/-4.600e-2,465.01,38.7,6.2,38.7+/-6.20,191025.06062,0,agile
118.46,1.19,64900,1571982257,0.03,0.007,3.000e-2+/-7.000e-3,463.02,11.0,3.3,11.00+/-3.30,191025.07441,0,agile
114.33,2.4,64902,1571994238,0.294,0.058,2.940e-1+/-5.800e-2,459.13,12.9,3.6,12.9+/-3.60,191025.11035,0,agile
15.43,0.9,64903,1572004637,0.084,0.015,8.400e-2+/-1.500e-2,464.52,17.0,4.1,17.00+/-4.10,191025.13571,0,agile
97.98,1.74,64906,1572012041,0.069,0.013,6.900e-2+/-1.300e-2,460.84,14.9,3.9,14.9+/-3.90,191025.16004,0,agile
110.32,2.35,64916,1572078539,0.015,0.004,1.500e-2+/-4.000e-3,460.32,10.0,3.2,10.00+/-3.20,191026.10285,0,agile
114.04,2.43,64918,1572084626,1.04,0.161,1.040e+0+/-1.610e-1,458.88,21.0,4.6,21.00+/-4.60,191026.12102,0,agile
144.6,0.86,64918,1572091162,0.047,0.011,4.700e-2+/-1.100e-2,461.87,14.8,3.9,14.8+/-3.90,191026.13592,0,agile
14.8,1.8,64918,1572095020,0.29,0.031,2.900e-1+/-3.100e-2,463.33,44.0,6.6,44.00+/-6.60,191026.15034,0,agile
111.9,-0.92,64922,1572108693,0.032,0.007,3.200e-2+/-7.000e-3,467.11,11.0,3.3,11.00+/-3.30,191026.18513,0,agile
120.01,-1.26,64922,1572108829,0.208,0.043,2.080e-1+/-4.300e-2,468.37,11.9,3.5,11.9+/-3.50,191026.18534,1,agile
66.33,-2.41,64926,1572132036,0.036,0.007,3.600e-2+/-7.000e-3,473.49,14.0,3.7,14.00+/-3.70,191027.01203,0,agile
134.23,-2.35,64936,1572203060,0.074,0.012,7.400e-2+/-1.200e-2,471.69,19.9,4.5,19.9+/-4.50,191027.20042,0,agile
105.19,2.27,64944,1572250788,0.14,0.026,1.400e-1+/-2.600e-2,464.3,30.2,5.6,30.2+/-5.60,191028.09194,1,agile
100.06,2.48,64945,1572256727,0.053,0.008,5.300e-2+/-8.000e-3,461.9,18.0,4.2,18.00+/-4.20,191028.10584,0,agile
105.97,2.29,64958,1572335168,0.305,0.032,3.050e-1+/-3.200e-2,466.31,45.8,6.8,45.8+/-6.80,191029.0846,0,agile
102.44,0.59,64962,1572359210,0.289,0.051,2.890e-1+/-5.100e-2,458.94,16.8,4.1,16.8+/-4.10,191029.15265,1,agile
14.35,-2.46,64971,1572405943,0.04,0.007,4.000e-2+/-7.000e-3,470.35,16.0,4.0,16.00+/-4.00,191030.04254,0,agile
172.14,0.68,64973,1572426665,0.058,0.011,5.800e-2+/-1.100e-2,458.8,13.0,3.6,13.00+/-3.60,191030.1011,0,agile
103.35,0.53,64991,1572527959,0.115,0.016,1.150e-1+/-1.600e-2,459.3,24.0,4.9,24.00+/-4.90,191031.14191,0,agile
143.49,-2.06,64991,1572534655,0.032,0.005,3.200e-2+/-5.000e-3,461.63,13.9,3.7,13.9+/-3.70,191031.16105,0,agile
-68.27,1.43,64991,1572537139,0.051,0.009,5.100e-2+/-9.000e-3,474.37,16.0,4.0,16.00+/-4.00,191031.16521,0,agile
26.38,2.47,65003,1572611038,0.063,0.011,6.300e-2+/-1.100e-2,470.73,17.9,4.2,17.9+/-4.20,191101.13235,0,agile
-71.07,1.75,65009,1572645563,0.028,0.007,2.800e-2+/-7.000e-3,464.63,11.0,3.3,11.00+/-3.30,191101.2259,0,agile
156.69,0.28,65017,1572685532,0.036,0.007,3.600e-2+/-7.000e-3,460.94,14.0,3.7,14.00+/-3.70,191102.1005,0,agile
17.79,1.91,65017,1572689233,0.027,0.005,2.700e-2+/-5.000e-3,474.98,12.0,3.5,12.00+/-3.50,191102.11071,0,agile
102.81,-2.48,65023,1572720784,0.103,0.02,1.030e-1+/-2.000e-2,461.63,13.0,3.6,13.00+/-3.60,191102.1953,0,agile
108.69,1.31,65059,1572943852,0.051,0.012,5.100e-2+/-1.200e-2,470.33,10.0,3.2,10.00+/-3.20,191105.09505,0,agile
111.09,1.21,65059,1572943892,0.104,0.019,1.040e-1+/-1.900e-2,469.99,14.9,3.9,14.9+/-3.90,191105.09513,0,agile
7.15,2.48,65060,1572954203,0.105,0.018,1.050e-1+/-1.800e-2,475.18,19.8,4.5,19.8+/-4.50,191105.12432,0,agile
49.43,1.72,65060,1572954912,0.031,0.007,3.100e-2+/-7.000e-3,472.07,10.0,3.2,10.00+/-3.20,191105.12551,0,agile
-66.71,0.6,65067,1572989125,0.046,0.008,4.600e-2+/-8.000e-3,469.01,15.0,3.9,15.00+/-3.90,191105.22252,0,agile
28.98,-1.6,65069,1573002775,0.059,0.009,5.900e-2+/-9.000e-3,461.47,19.9,4.5,19.9+/-4.50,191106.0212,0,agile
77.59,0.52,65069,1573003588,0.039,0.007,3.900e-2+/-7.000e-3,468.32,15.0,3.9,15.00+/-3.90,191106.02262,0,agile
23.28,0.85,65104,1573219621,0.125,0.028,1.250e-1+/-2.800e-2,474.25,9.8,3.2,9.8+/-3.20,191108.1427,0,agile
-71.62,0.8,65108,1573242137,0.169,0.026,1.690e-1+/-2.600e-2,474.45,23.0,4.8,23.00+/-4.80,191108.20421,0,agile
7.06,0.6,65114,1573273582,0.035,0.008,3.500e-2+/-8.000e-3,461.91,10.0,3.2,10.00+/-3.20,191109.05262,0,agile
5.24,0.58,65120,1573309710,0.062,0.013,6.200e-2+/-1.300e-2,474.82,12.0,3.5,12.00+/-3.50,191109.15283,0,agile
120.37,-1.34,65145,1573462290,0.023,0.005,2.300e-2+/-5.000e-3,473.65,11.0,3.3,11.00+/-3.30,191111.09513,0,agile
110.52,0.15,65158,1573540461,0.085,0.015,8.500e-2+/-1.500e-2,474.99,17.9,4.2,17.9+/-4.20,191112.07342,0,agile
109.41,-1.81,65160,1573552497,0.117,0.018,1.170e-1+/-1.800e-2,473.85,23.9,4.9,23.9+/-4.90,191112.10545,0,agile
102.47,2.48,65169,1573606611,0.038,0.007,3.800e-2+/-7.000e-3,463.94,14.0,3.7,14.00+/-3.70,191113.01565,0,agile
108.18,-1.78,65174,1573636840,0.116,0.019,1.160e-1+/-1.900e-2,474.88,20.0,4.5,20.00+/-4.50,191113.10204,0,agile
27.62,-2.2,65180,1573659596,0.414,0.065,4.140e-1+/-6.500e-2,474.17,22.7,4.8,22.7+/-4.80,191113.16395,0,agile
9.66,-0.74,65191,1573737631,0.023,0.005,2.300e-2+/-5.000e-3,474.32,11.0,3.3,11.00+/-3.30,191114.14203,0,agile
19.94,-1.18,65191,1573737804,0.299,0.047,2.990e-1+/-4.700e-2,474.95,33.6,5.8,33.6+/-5.80,191114.14232,0,agile
22.17,-1.27,65191,1573737841,0.158,0.03,1.580e-1+/-3.000e-2,475.05,15.8,4.0,15.8+/-4.00,191114.1424,0,agile
17.44,-2.42,65193,1573749816,0.255,0.03,2.550e-1+/-3.000e-2,474.29,36.8,6.1,36.8+/-6.10,191114.17433,0,agile
12.96,-2.46,65195,1573755767,0.054,0.009,5.400e-2+/-9.000e-3,472.47,17.0,4.1,17.00+/-4.10,191114.19224,0,agile
10.15,-2.13,65195,1573761746,0.151,0.027,1.510e-1+/-2.700e-2,469.74,17.0,4.1,17.00+/-4.10,191114.21022,0,agile
-76.81,0.09,65200,1573796447,0.028,0.005,2.800e-2+/-5.000e-3,462.15,11.0,3.3,11.00+/-3.30,191115.06404,0,agile
109.72,-2.45,65204,1573817647,0.138,0.016,1.380e-1+/-1.600e-2,473.51,34.0,5.8,34.00+/-5.80,191115.1234,0,agile
-116.49,2.2,65204,1573819885,0.084,0.016,8.400e-2+/-1.600e-2,458.65,14.9,3.9,14.9+/-3.90,191115.13112,0,agile
110.81,-2.01,65207,1573823691,0.03,0.007,3.000e-2+/-7.000e-3,470.58,11.0,3.3,11.00+/-3.30,191115.14145,0,agile
97.5,2.15,65211,1573853597,0.043,0.008,4.300e-2+/-8.000e-3,458.68,17.0,4.1,17.00+/-4.10,191115.22331,0,agile
14.31,0.95,65211,1573864258,0.059,0.011,5.900e-2+/-1.100e-2,461.15,16.9,4.1,16.9+/-4.10,191116.01305,0,agile
152.83,-1.67,65215,1573878626,0.042,0.008,4.200e-2+/-8.000e-3,474.3,14.9,3.9,14.9+/-3.90,191116.05302,0,agile
150.89,-2.27,65215,1573884621,0.03,0.005,3.000e-2+/-5.000e-3,475.3,14.0,3.7,14.00+/-3.70,191116.07102,0,agile
22.28,0.86,65217,1573894517,0.035,0.007,3.500e-2+/-7.000e-3,466.33,12.0,3.5,12.00+/-3.50,191116.09551,0,agile
18.05,-2.43,65221,1573918553,0.096,0.012,9.600e-2+/-1.200e-2,475.34,31.8,5.6,31.8+/-5.60,191116.16355,0,agile
111.56,2.4,65225,1573938197,1.411,0.154,1.411e+0+/-1.540e-1,458.68,42.0,6.5,42.00+/-6.50,191116.22031,0,agile
142.74,0.84,65227,1573950767,0.049,0.011,4.900e-2+/-1.100e-2,464.95,11.0,3.3,11.00+/-3.30,191117.01324,0,agile
112.93,-2.42,65231,1573980401,0.098,0.012,9.800e-2+/-1.200e-2,475.15,35.9,6.0,35.9+/-6.00,191117.09464,0,agile
109.91,-2.03,65235,1573992403,0.268,0.035,2.680e-1+/-3.500e-2,473.9,29.9,5.5,29.9+/-5.50,191117.13064,0,agile
108.83,-1.25,65235,1573998412,0.026,0.005,2.600e-2+/-5.000e-3,471.45,12.0,3.5,12.00+/-3.50,191117.14465,0,agile
113.36,-1.07,65235,1573998488,0.031,0.007,3.100e-2+/-7.000e-3,470.83,12.0,3.5,12.00+/-3.50,191117.1448,0,agile
-73.11,1.32,65244,1574055628,0.024,0.005,2.400e-2+/-5.000e-3,464.28,11.0,3.3,11.00+/-3.30,191118.064,0,agile
102.07,-2.21,65247,1574076635,0.023,0.005,2.300e-2+/-5.000e-3,475.17,9.0,3.0,9.00+/-3.00,191118.12303,0,agile
26.03,-2.17,65249,1574081387,0.077,0.011,7.700e-2+/-1.100e-2,472.66,23.0,4.8,23.00+/-4.80,191118.13494,0,agile
100.75,-1.56,65249,1574082640,0.15,0.028,1.500e-1+/-2.800e-2,473.92,14.0,3.7,14.00+/-3.70,191118.14104,0,agile
-79.44,1.1,65249,1574085647,0.036,0.007,3.600e-2+/-7.000e-3,461.07,13.0,3.6,13.00+/-3.60,191118.15004,0,agile
112.4,-1.96,65261,1574161172,0.026,0.005,2.600e-2+/-5.000e-3,475.23,11.0,3.3,11.00+/-3.30,191119.11593,0,agile
114.46,-1.9,65261,1574161206,0.119,0.016,1.190e-1+/-1.600e-2,475.19,32.5,5.7,32.5+/-5.70,191119.12,2,agile
114.46,-1.9,65261,1574161206,0.094,0.023,9.400e-2+/-2.300e-2,475.19,9.3,3.2,9.3+/-3.20,191119.12,3,agile
114.46,-1.9,65261,1574161206,0.053,0.019,5.300e-2+/-1.900e-2,475.19,4.0,2.0,4.00+/-2.00,191119.12,3,agile
107.92,-1.28,65262,1574167123,0.22,0.035,2.200e-1+/-3.500e-2,474.43,19.8,4.5,19.8+/-4.50,191119.13384,0,agile
99.8,0.5,65264,1574179041,0.027,0.005,2.700e-2+/-5.000e-3,470.24,13.0,3.6,13.00+/-3.60,191119.16572,1,agile
115.98,2.45,65266,1574191363,0.038,0.008,3.800e-2+/-8.000e-3,461.28,10.0,3.2,10.00+/-3.20,191119.2022,0,agile
98.44,1.46,65279,1574269408,0.096,0.027,9.600e-2+/-2.700e-2,469.1,10.4,3.3,10.4+/-3.30,191120.1803,2,agile
98.44,1.46,65279,1574269408,0.069,0.011,6.900e-2+/-1.100e-2,469.1,20.8,4.6,20.8+/-4.60,191120.1803,3,agile
10.92,-0.27,65281,1574279994,0.088,0.011,8.800e-2+/-1.100e-2,474.05,31.9,5.6,31.9+/-5.60,191120.20595,0,agile
19.62,1.19,65281,1574286167,0.046,0.011,4.600e-2+/-1.100e-2,470.48,10.0,3.2,10.00+/-3.20,191120.22424,0,agile
18.29,-1.98,65289,1574334348,0.121,0.019,1.210e-1+/-1.900e-2,465.55,25.7,5.1,25.7+/-5.10,191121.12054,0,agile
112.9,1.09,65292,1574347987,0.027,0.005,2.700e-2+/-5.000e-3,472.23,10.0,3.2,10.00+/-3.20,191121.1553,0,agile
27.76,-0.51,65301,1574406819,0.02,0.004,2.000e-2+/-4.000e-3,459.48,11.0,3.3,11.00+/-3.30,191122.08133,0,agile
144.0,-0.76,65303,1574414791,0.073,0.016,7.300e-2+/-1.600e-2,475.13,10.0,3.2,10.00+/-3.20,191122.10263,0,agile
110.95,-1.14,65319,1574504626,0.063,0.011,6.300e-2+/-1.100e-2,473.96,19.0,4.3,19.00+/-4.30,191123.11234,0,agile
-77.85,-1.01,65325,1574549673,0.024,0.005,2.400e-2+/-5.000e-3,473.55,10.0,3.2,10.00+/-3.20,191123.23543,0,agile
117.73,-0.85,65333,1574589102,0.054,0.008,5.400e-2+/-8.000e-3,473.28,21.9,4.7,21.9+/-4.70,191124.10514,0,agile
132.44,0.91,65333,1574595376,0.117,0.016,1.170e-1+/-1.600e-2,475.1,26.0,5.1,26.00+/-5.10,191124.12361,0,agile
143.29,2.12,65335,1574601585,0.019,0.004,1.900e-2+/-4.000e-3,473.4,10.0,3.2,10.00+/-3.20,191124.14194,0,agile
98.92,1.49,65335,1574606868,0.024,0.005,2.400e-2+/-5.000e-3,474.82,9.0,3.0,9.00+/-3.00,191124.15474,0,agile
77.86,2.48,65339,1574624594,0.046,0.011,4.600e-2+/-1.100e-2,470.21,9.9,3.2,9.9+/-3.20,191124.20431,0,agile
98.9,1.6,65339,1574630972,0.081,0.012,8.100e-2+/-1.200e-2,463.67,23.9,4.9,23.9+/-4.90,191124.22293,0,agile
-68.79,2.48,65343,1574658295,0.047,0.008,4.700e-2+/-8.000e-3,471.31,15.0,3.9,15.00+/-3.90,191125.06045,0,agile
103.94,-0.39,65347,1574679260,0.039,0.009,3.900e-2+/-9.000e-3,472.78,10.0,3.2,10.00+/-3.20,191125.11542,0,agile
-131.07,1.22,65348,1574687382,0.07,0.015,7.000e-2+/-1.500e-2,463.54,11.9,3.5,11.9+/-3.50,191125.14094,0,agile
8.53,2.32,65354,1574719847,0.146,0.022,1.460e-1+/-2.200e-2,474.22,22.9,4.8,22.9+/-4.80,191125.23104,0,agile
7.59,1.43,65356,1574737910,0.042,0.009,4.200e-2+/-9.000e-3,465.59,10.0,3.2,10.00+/-3.20,191126.04115,0,agile
8.14,0.38,65357,1574743945,0.167,0.026,1.670e-1+/-2.600e-2,462.28,21.0,4.6,21.00+/-4.60,191126.05522,0,agile
131.91,0.89,65361,1574764092,0.278,0.065,2.780e-1+/-6.500e-2,474.0,9.8,3.2,9.8+/-3.20,191126.11281,0,agile
10.45,-1.31,65363,1574780135,0.146,0.02,1.460e-1+/-2.000e-2,467.54,28.5,5.4,28.5+/-5.40,191126.15553,2,agile
10.45,-1.31,65363,1574780135,0.061,0.019,6.100e-2+/-1.900e-2,467.54,11.4,3.5,11.4+/-3.50,191126.15553,3,agile
98.93,1.59,65367,1574799698,0.105,0.016,1.050e-1+/-1.600e-2,467.87,23.0,4.8,23.00+/-4.80,191126.21213,0,agile
100.93,2.25,65379,1574866015,0.054,0.009,5.400e-2+/-9.000e-3,475.03,18.0,4.2,18.00+/-4.20,191127.15465,0,agile
20.96,0.23,65407,1575039424,0.123,0.015,1.230e-1+/-1.500e-2,466.08,33.9,5.8,33.9+/-5.80,191129.1557,0,agile
21.85,1.32,65407,1575045465,0.123,0.018,1.230e-1+/-1.800e-2,469.66,26.0,5.1,26.00+/-5.10,191129.17374,0,agile
-75.26,-0.87,65409,1575055891,0.147,0.024,1.470e-1+/-2.400e-2,462.25,19.8,4.5,19.8+/-4.50,191129.20313,0,agile
11.5,-0.89,65415,1575087477,0.032,0.007,3.200e-2+/-7.000e-3,466.63,12.0,3.5,12.00+/-3.50,191130.05175,0,agile
18.09,-0.98,65419,1575117713,0.223,0.03,2.230e-1+/-3.000e-2,460.75,28.7,5.4,28.7+/-5.40,191130.13415,0,agile
15.24,-0.03,65421,1575123691,0.201,0.031,2.010e-1+/-3.100e-2,463.16,20.9,4.6,20.9+/-4.60,191130.15213,0,agile
17.21,-0.06,65427,1575165909,0.165,0.03,1.650e-1+/-3.000e-2,471.25,14.9,3.9,14.9+/-3.90,191201.0305,0,agile
115.16,0.16,65431,1575185622,0.04,0.008,4.000e-2+/-8.000e-3,462.32,11.0,3.3,11.00+/-3.30,191201.08334,0,agile
13.97,-1.15,65433,1575202006,0.426,0.065,4.260e-1+/-6.500e-2,459.31,24.4,5.0,24.4+/-5.00,191201.13064,0,agile
104.19,-0.76,65454,1575318011,0.065,0.012,6.500e-2+/-1.200e-2,472.57,16.0,4.0,16.00+/-4.00,191202.21201,0,agile
116.65,-2.46,65470,1575414633,0.031,0.005,3.100e-2+/-5.000e-3,466.4,14.0,3.7,14.00+/-3.70,191204.00103,0,agile
177.41,-2.47,65481,1575487960,0.049,0.009,4.900e-2+/-9.000e-3,466.32,12.0,3.5,12.00+/-3.50,191204.20324,0,agile
18.32,-0.13,65483,1575503373,0.047,0.009,4.700e-2+/-9.000e-3,475.03,13.9,3.7,13.9+/-3.70,191205.0049,2,agile
18.32,-0.13,65483,1575503373,0.14,0.028,1.400e-1+/-2.800e-2,475.03,12.6,3.6,12.6+/-3.60,191205.0049,3,agile
115.11,2.45,65490,1575541146,0.036,0.007,3.600e-2+/-7.000e-3,463.89,13.0,3.6,13.00+/-3.60,191205.1119,0,agile
145.68,-0.47,65494,1575559737,0.078,0.015,7.800e-2+/-1.500e-2,475.07,13.0,3.6,13.00+/-3.60,191205.16285,0,agile
117.69,-1.33,65496,1575571321,0.125,0.022,1.250e-1+/-2.200e-2,474.83,15.9,4.0,15.9+/-4.00,191205.1942,0,agile
75.22,-2.23,65498,1575588689,0.03,0.005,3.000e-2+/-5.000e-3,472.86,14.0,3.7,14.00+/-3.70,191206.00312,0,agile
108.98,-1.18,65500,1575601305,0.067,0.012,6.700e-2+/-1.200e-2,461.62,17.0,4.1,17.00+/-4.10,191206.04014,0,agile
113.83,-0.97,65500,1575601386,0.055,0.011,5.500e-2+/-1.100e-2,461.05,12.9,3.6,12.9+/-3.60,191206.0403,0,agile
-86.47,0.01,66509,1581683824,0.196,0.043,1.960e-1+/-4.300e-2,472.44,10.9,3.3,10.9+/-3.30,200214.1337,0,agile
97.49,2.3,66513,1581698955,0.045,0.009,4.500e-2+/-9.000e-3,458.86,10.0,3.2,10.00+/-3.20,200214.17491,0,agile
12.51,-2.02,66521,1581757786,0.04,0.008,4.000e-2+/-8.000e-3,474.66,12.0,3.5,12.00+/-3.50,200215.10094,0,agile
119.77,2.28,66525,1581777656,0.034,0.007,3.400e-2+/-7.000e-3,458.25,11.0,3.3,11.00+/-3.30,200215.15405,0,agile
-13.47,-1.11,66549,1581926055,0.031,0.007,3.100e-2+/-7.000e-3,470.62,9.9,3.2,9.9+/-3.20,200217.085,1,agile
17.87,1.41,66556,1581962735,0.049,0.011,4.900e-2+/-1.100e-2,461.98,11.9,3.5,11.9+/-3.50,200217.19053,0,agile
28.25,-1.3,66566,1582029185,0.267,0.054,2.670e-1+/-5.400e-2,472.36,12.0,3.5,12.00+/-3.50,200218.1333,2,agile
28.25,-1.3,66566,1582029185,0.061,0.009,6.100e-2+/-9.000e-3,472.36,20.8,4.6,20.8+/-4.60,200218.1333,3,agile
91.95,0.48,66580,1582108580,0.042,0.008,4.200e-2+/-8.000e-3,468.85,15.0,3.9,15.00+/-3.90,200219.11362,0,agile
89.74,-0.39,66616,1582319420,0.233,0.035,2.330e-1+/-3.500e-2,459.36,22.9,4.8,22.9+/-4.80,200221.22102,0,agile
7.41,-2.4,66622,1582354192,0.306,0.058,3.060e-1+/-5.800e-2,466.73,14.8,3.9,14.8+/-3.90,200222.07495,0,agile
9.89,-1.93,66624,1582366285,0.05,0.011,5.000e-2+/-1.100e-2,473.09,12.0,3.5,12.00+/-3.50,200222.11112,0,agile
-70.75,0.73,66642,1582485441,0.08,0.012,8.000e-2+/-1.200e-2,474.43,23.0,4.8,23.00+/-4.80,200223.20172,0,agile
99.95,0.85,66651,1582530473,0.069,0.013,6.900e-2+/-1.300e-2,474.54,14.0,3.7,14.00+/-3.70,200224.08475,0,agile
-7.37,-0.76,66652,1582546750,0.045,0.009,4.500e-2+/-9.000e-3,473.07,13.0,3.6,13.00+/-3.60,200224.13191,0,agile
-68.94,0.81,66656,1582569822,0.094,0.013,9.400e-2+/-1.300e-2,474.54,26.0,5.1,26.00+/-5.10,200224.19434,0,agile
22.8,-0.62,66660,1582589434,0.022,0.005,2.200e-2+/-5.000e-3,458.24,10.0,3.2,10.00+/-3.20,200225.011,0,agile
52.35,1.79,66680,1582716455,0.028,0.007,2.800e-2+/-7.000e-3,474.48,9.0,3.0,9.00+/-3.00,200226.12273,0,agile
0.5,-2.48,66706,1582866214,0.032,0.007,3.200e-2+/-7.000e-3,458.66,10.0,3.2,10.00+/-3.20,200228.06033,0,agile
4.57,-2.06,66707,1582872306,0.161,0.031,1.610e-1+/-3.100e-2,460.86,14.8,3.9,14.8+/-3.90,200228.0745,1,agile
0.93,2.15,66728,1582998775,0.174,0.022,1.740e-1+/-2.200e-2,473.91,32.0,5.6,32.00+/-5.60,200229.18525,0,agile
5.44,-2.45,66734,1583035001,0.08,0.012,8.000e-2+/-1.200e-2,458.3,21.9,4.7,21.9+/-4.70,200301.04564,0,agile
-4.86,-1.61,66736,1583046877,0.038,0.008,3.800e-2+/-8.000e-3,459.39,12.9,3.6,12.9+/-3.60,200301.08143,0,agile
5.47,0.93,66738,1583059100,0.223,0.049,2.230e-1+/-4.900e-2,466.51,10.9,3.3,10.9+/-3.30,200301.11382,0,agile
153.38,-1.1,66740,1583067605,0.035,0.008,3.500e-2+/-8.000e-3,465.72,10.0,3.2,10.00+/-3.20,200301.14,0,agile
-79.54,1.38,66742,1583081777,0.027,0.005,2.700e-2+/-5.000e-3,467.63,11.0,3.3,11.00+/-3.30,200301.17561,0,agile
18.42,-0.44,66744,1583095471,0.076,0.019,7.600e-2+/-1.900e-2,468.63,9.9,3.2,9.9+/-3.20,200301.21443,0,agile
133.58,-2.46,66757,1583169699,0.147,0.024,1.470e-1+/-2.400e-2,460.95,17.9,4.2,17.9+/-4.20,200302.18213,0,agile
-8.09,2.13,66767,1583239625,0.073,0.013,7.300e-2+/-1.300e-2,467.1,17.0,4.1,17.00+/-4.10,200303.1347,0,agile
-21.82,2.33,66782,1583329771,0.022,0.004,2.200e-2+/-4.000e-3,466.33,12.0,3.5,12.00+/-3.50,200304.14493,0,agile
13.61,1.79,66784,1583336390,0.043,0.009,4.300e-2+/-9.000e-3,473.52,11.9,3.5,11.9+/-3.50,200304.16395,0,agile
18.05,-2.29,66790,1583372617,0.067,0.011,6.700e-2+/-1.100e-2,461.61,22.0,4.7,22.00+/-4.70,200305.02433,0,agile
105.37,-0.03,66810,1583494578,0.047,0.009,4.700e-2+/-9.000e-3,474.4,12.0,3.5,12.00+/-3.50,200306.1236,0,agile
7.27,-1.13,66821,1583553188,0.355,0.055,3.550e-1+/-5.500e-2,460.72,21.7,4.7,21.7+/-4.70,200307.0453,0,agile
0.98,-0.35,66821,1583559108,0.036,0.009,3.600e-2+/-9.000e-3,459.1,13.6,3.8,13.6+/-3.80,200307.06314,0,agile
26.53,-2.1,66833,1583625811,0.119,0.016,1.190e-1+/-1.600e-2,466.52,25.0,5.0,25.00+/-5.00,200308.0103,0,agile
100.01,0.21,66839,1583663188,0.094,0.012,9.400e-2+/-1.200e-2,472.09,30.9,5.6,30.9+/-5.60,200308.11262,0,agile
27.69,2.07,66839,1583668001,0.208,0.036,2.080e-1+/-3.600e-2,465.14,16.9,4.1,16.9+/-4.10,200308.12464,0,agile
117.55,-0.6,66852,1583747832,0.031,0.007,3.100e-2+/-7.000e-3,472.44,12.0,3.5,12.00+/-3.50,200309.10571,0,agile
41.93,-2.48,66859,1583782719,0.055,0.011,5.500e-2+/-1.100e-2,473.75,11.9,3.5,11.9+/-3.50,200309.20383,0,agile
99.58,-0.87,66867,1583837906,0.101,0.02,1.010e-1+/-2.000e-2,471.48,12.0,3.5,12.00+/-3.50,200310.11582,0,agile
37.44,-1.28,66885,1583939291,0.053,0.009,5.300e-2+/-9.000e-3,470.64,15.0,3.9,15.00+/-3.90,200311.16081,0,agile
14.77,-2.47,66887,1583956988,0.036,0.007,3.600e-2+/-7.000e-3,474.5,13.0,3.6,13.00+/-3.60,200311.2103,0,agile
113.67,0.43,66887,1583958646,0.111,0.018,1.110e-1+/-1.800e-2,465.15,18.9,4.3,18.9+/-4.30,200311.21304,0,agile
121.86,-0.8,66896,1584000954,0.065,0.012,6.500e-2+/-1.200e-2,467.38,13.0,3.6,13.00+/-3.60,200312.09155,0,agile
-63.97,1.95,66900,1584027969,0.043,0.009,4.300e-2+/-9.000e-3,458.57,11.0,3.3,11.00+/-3.30,200312.1646,0,agile
-72.17,-0.71,66917,1584130256,0.117,0.019,1.170e-1+/-1.900e-2,463.84,27.6,5.3,27.6+/-5.30,200313.21105,2,agile
-72.17,-0.71,66917,1584130256,0.065,0.02,6.500e-2+/-2.000e-2,463.84,10.3,3.3,10.3+/-3.30,200313.21105,3,agile
-72.17,-0.71,66917,1584130256,0.053,0.019,5.300e-2+/-1.900e-2,463.84,3.9,2.0,3.9+/-2.00,200313.21105,3,agile
9.36,2.43,66923,1584167774,0.527,0.104,5.270e-1+/-1.040e-1,461.14,25.5,5.1,25.5+/-5.10,200314.07361,0,agile
11.05,2.44,66923,1584167802,0.41,0.046,4.100e-1+/-4.600e-2,460.94,40.0,6.3,40.00+/-6.30,200314.07364,0,agile
10.77,2.39,66923,1584173821,0.155,0.026,1.550e-1+/-2.600e-2,458.8,18.9,4.4,18.9+/-4.40,200314.0917,0,agile
28.54,0.17,66925,1584186167,0.223,0.04,2.230e-1+/-4.000e-2,460.12,17.7,4.2,17.7+/-4.20,200314.12424,0,agile
28.05,2.06,66937,1584258460,0.038,0.007,3.800e-2+/-7.000e-3,458.63,15.0,3.9,15.00+/-3.90,200315.08474,0,agile
89.12,-0.41,66937,1584259480,0.111,0.016,1.110e-1+/-1.600e-2,460.23,22.9,4.8,22.9+/-4.80,200315.09044,0,agile
112.86,-2.48,66939,1584271927,0.544,0.084,5.440e-1+/-8.400e-2,470.07,21.0,4.6,21.00+/-4.60,200315.1232,0,agile
109.2,1.28,66945,1584301995,0.144,0.032,1.440e-1+/-3.200e-2,470.68,10.9,3.3,10.9+/-3.30,200315.20531,0,agile
114.6,2.2,66945,1584308110,0.035,0.008,3.500e-2+/-8.000e-3,466.59,11.0,3.3,11.00+/-3.30,200315.22351,0,agile
86.67,2.47,66947,1584319692,0.29,0.051,2.900e-1+/-5.100e-2,463.85,15.9,4.0,15.9+/-4.00,200316.01481,0,agile
95.06,2.17,66949,1584325857,0.223,0.024,2.230e-1+/-2.400e-2,459.91,52.6,7.3,52.6+/-7.30,200316.03305,0,agile
116.3,-2.24,66952,1584350309,0.053,0.009,5.300e-2+/-9.000e-3,465.06,17.9,4.2,17.9+/-4.20,200316.1018,0,agile
25.63,-1.74,66956,1584366867,0.262,0.049,2.620e-1+/-4.900e-2,461.95,15.8,4.0,15.8+/-4.00,200316.14542,0,agile
104.9,-1.92,66956,1584368193,0.047,0.009,4.700e-2+/-9.000e-3,472.81,13.9,3.7,13.9+/-3.70,200316.15163,0,agile
