GRB Name;Trigger Time;BAT Ra;BAT Dec;BAT T90;BAT Fluence;XRTSpectral Index;Ra;Dec;Normalised Duration;source
091111;1257949319.0;137.813309:11:15.2;-45.9093-45:54:33.5;;;0.913142;137.905;-46.368;;swift
091109B;1257799743.0;112.75007:31:00;-54.092-54:05:31.2;0.3;1.9+/-0.2;2.055;112.825;-54.633;0.3;swift
091109A;1257739063.0;309.25220:37:00.5;-44.177-44:10:37.2;48;16+/-2;1.96352;309.458;-44.619;48;swift
091104;1257320962.0;208.72313:54:53.5;47.39147:23:27.6;99.3;7.7+/-1.2;2.36198;208.862;47.865;99.3;swift
091102;1257168878.0;72.62204:50:29.3;-72.527-72:31:37.2;6.6;5.2+/-0.4;3.44099;72.67;-73.252;6.6;swift
091029;1256784802.0;60.16604:00:39.8;-55.954-55:57:14.4;39.2;24+/-1;2.11535;60.206;-56.514;39.2;swift
091026;1256559090.0;276.65718:26:37.7;-86.113-86:06:46.8;41.6;18+/-1;1.99931;276.841;-86.974;41.6;swift
091024;1256367361.0;339.24022:36:57.6;56.88556:53:06;109.8;61+/-3;1.49013;339.466;57.454;109.8;swift
091020;1256067404.0;175.72711:42:54.5;50.97750:58:37.2;34.6;37+/-1;2.08587;175.844;51.487;34.6;swift
091018;1255891699.0;32.19102:08:45.8;-57.546-57:32:45.6;4.4;14+/-1;1.98015;32.212;-58.121;4.4;swift
091010;1255135389.0;298.66919:54:40.6;-22.538-22:32:16.8;;;2.12444;298.868;-22.763;;swift
091003;1254537345.0;251.116:44:24;37.237:12:00;;;1.77245;251.267;37.572;;swift
090929B;1254211747.0;117.71207:50:50.9;-0.645-00:38:42;360;59+/-3;1.98906;117.79;-0.651;360;swift
090929A;1254191588.0;56.49403:45:58.6;-5.952-05:57:07.2;7;1.69+/-0.07;;56.532;-6.012;7;swift
090927;1254038836.0;343.92922:55:43;-70.973-70:58:22.8;2.2;2.0+/-0.3;2.06549;344.158;-71.683;2.2;swift
090926B;1253994948.0;46.31003:05:14.4;-38.997-38:59:49.2;109.7;73+/-2;1.56483;46.341;-39.387;109.7;swift
090926A;1253931626.0;354.523:37:60;-64.2-64:12:00;;;2.08834;354.736;-64.842;;swift
090916;1253077244.0;126.58208:26:19.7;25.94125:56:27.6;63.4;9.5+/-1.8;;126.666;26.2;63.4;swift
090915;1253021736.0;237.99015:51:57.6;15.48015:28:48;8;5+/-2;1.22457;238.149;15.635;8;swift
090912;1252763429.0;188.04612:32:11;61.47561:28:30;144.0;45+/-3;2.05631;188.171;62.09;144.0;swift
090904B;1252020258.0;264.19417:36:46.6;-25.219-25:13:08.4;47.0;110;1.80909;264.37;-25.471;47.0;swift
090904A;1252018866.0;100.85506:43:25.2;50.23550:14:06;122;30+/-2;1.56773;100.922;50.737;122;swift
090902B;1251882308.0;265.0017:40:00;27.3327:19:48;;;1.85486;265.177;27.603;;swift
090831C;1251747025.0;108.29407:13:10.6;-25.112-25:06:43.2;3.3;1.5+/-0.3;1.84886;108.366;-25.363;3.3;swift
090827;1251392786.0;18.43501:13:44.4;-50.899-50:53:56.4;;40+/-20;1.39208;18.447;-51.408;;swift
090823;1251036672.0;128.67108:34:41;60.64160:38:27.6;;;2.48682;128.757;61.247;;swift
090817;1250463093.0;63.965904:15:51.8;44.123444:07:24.2;;;2.2339;64.009;44.565;;swift
090815C;1250371299.0;64.49004:17:57.6;-65.943-65:56:34.8;0.6;0.44+/-0.12;;64.533;-66.602;0.6;swift
090814B;1250205693.0;64.748804:18:59.7;60.579660:34:46.6;;;1.0026;64.792;61.185;;swift
090814A;1250203939.0;239.61315:58:27.1;25.58625:35:09.6;80;13+/-2;1.78576;239.773;25.842;80;swift
090813;1250129443.0;225.06515:00:15.6;88.57188:34:15.6;7.1;13+/-1;1.89556;225.215;89.457;7.1;swift
090812;1250049728.0;353.2023:32:48;-10.609-10:36:32.4;66.7;58+/-2;1.88559;353.435;-10.715;66.7;swift
090809;1249831874.0;328.66521:54:39.6;-0.083-00:04:58.8;5.4;3.4+/-0.5;1.94644;328.884;-0.084;5.4;swift
090807;1249650027.0;273.74118:14:57.8;10.27910:16:44.4;140.8;22+/-2;2.35238;273.923;10.382;140.8;swift
090728;1248785145.0;29.64401:58:34.6;41.63241:37:55.2;59;10+/-2;1.87788;29.664;42.048;59;swift
090727;1248727338.0;315.91721:03:40.1;64.93764:56:13.2;302;14+/-2;1.59799;316.128;65.586;302;swift
090726;1248640947.0;248.68116:34:43.4;72.86672:51:57.6;67.0;8.6+/-1.0;2.4288;248.847;73.595;67.0;swift
090720;1248064688.0;203.69413:34:46.6;-10.335-10:20:06;;;2.38198;203.83;-10.438;;swift
090715B;1247684594.0;251.33716:45:20.9;44.83744:50:13.2;266;57+/-2;2.02532;251.505;45.285;266;swift
090715A;1247671539.0;152.10210:08:24.5;10.00610:00:21.6;63;9.8+/-2.2;;152.203;10.106;63;swift
090712;1247363465.0;70.09704:40:23.3;22.52522:31:30;145;40+/-3;;70.144;22.75;145;swift
090709B;1247144862.0;93.52206:14:05.3;64.08164:04:51.6;27.2;15+/-2;;93.584;64.722;27.2;swift
090709A;1247117914.0;289.94419:19:46.6;60.72860:43:40.8;89;257+/-3;2.00971;290.137;61.335;89;swift
090708;1247017095.0;154.63210:18:31.7;26.61626:36:57.6;15.0;6.9+/-1.0;;154.735;26.882;15.0;swift
090702;1246524037.0;175.88811:43:33.1;11.50111:30:03.6;;;1.75318;176.005;11.616;;swift
090628;1246216812.0;237.03815:48:09.1;-15.969-15:58:08.4;20.1;7.0+/-0.8;1.55735;237.196;-16.129;20.1;swift
090625B;1245929181.0;2.262600:09:03;-65.7816-65:46:53.8;;;2.75013;2.264;-66.439;;swift
090621B;1245614845.0;313.45520:53:49.2;69.03469:02:02.4;0.14;0.70+/-0.10;3.71738;313.664;69.724;0.14;swift
090621A;1245550963.0;10.98700:43:56.9;61.93861:56:16.8;;;2.00967;10.994;62.557;;swift
090618;1245306509.0;294.00819:36:01.9;78.35278:21:07.2;113.2;1050+/-10;1.82831;294.204;79.136;113.2;swift
090607;1244345417.0;191.19412:44:46.6;44.10844:06:28.8;2.3;1.1+/-0.2;2.2442;191.321;44.549;2.3;swift
090531B;1243787756.0;252.07016:48:16.8;-36.015-36:00:54;80;7.1+/-0.9;2.47968;252.238;-36.375;80;swift
090531A;1243727117.0;178.67211:54:41.3;7.82407:49:26.4;32;13+/-1;0.883481;178.791;7.902;32;swift
090530;1243646298.0;179.40011:57:36;26.59026:35:24;48;11+/-1;2.03975;179.52;26.856;48;swift
090529;1243599155.0;212.44614:09:47;24.45024:27:00;>100;6.8+/-1.7;2.22623;212.588;24.694;>100;swift
090520;1242776236.0;11.61300:46:27.1;-8.000-08:00:00;20;3.4+/-0.5;;11.621;-8.08;20;swift
090519;1242760136.0;142.31709:29:16.1;0.19000:11:24;64;12+/-1;1.46604;142.412;0.192;64;swift
090518;1242604484.0;119.95707:59:49.7;0.77800:46:40.8;6.9;4.7+/-0.4;2.58544;120.037;0.786;6.9;swift
090516A;1242455270.0;138.24609:12:59;-11.848-11:50:52.8;210;90+/-6;2.09;138.338;-11.966;210;swift
090515;1242355509.0;164.16610:56:39.8;14.46914:28:08.4;0.036;0.2+/-0.03;2.53489;164.275;14.614;0.036;swift
090510;1241907780.0;333.55222:14:12.5;-26.598-26:35:52.8;0.3;3.4+/-0.4;1.75106;333.774;-26.864;0.3;swift
090509;1241838603.0;241.42216:05:41.3;-28.385-28:23:06;335;33+/-4;;241.583;-28.669;335;swift
090429B;1240975803.0;210.67214:02:41.3;32.16732:10:01.2;5.5;3.1+/-0.3;2.00127;210.812;32.489;5.5;swift
090429A;1240973619.0;90.57306:02:17.5;-52.389-52:23:20.4;188;10+/-2;2.16857;90.633;-52.913;188;swift
090426;1240742927.0;189.08212:36:19.7;32.97832:58:40.8;1.2;1.8+/-0.3;2.03664;189.208;33.308;1.2;swift
090424;1240575129.0;189.53112:38:07.4;16.82916:49:44.4;48;210+/-0.0;1.96315;189.657;16.997;48;swift
